raw_id,source,raw_text
RAW035,用户访谈,用户说产品功能停滞不前，没有创新。
RAW036,App评论,功能太少，不值这个价。
RAW037,邮件反馈,我们使用贵产品时发现缺少关键功能，如多语言支持，这影响了我们国际团队的使用。同时，系统集成其他工具也很困难。
RAW038,季度回顾会议记录,记录显示客户需要更灵活的权限管理。
RAW039,NPS评论,功能一般，期待更新。
RAW040,客服工单,能不能加个提醒功能？
RAW041,销售转述,销售说客户觉得产品功能跟不上业务发展。
RAW042,客户成功,在客户成功会议中，用户表达了功能需求。
RAW043,问卷,功能不足
RAW044,用户访谈,访谈对象提到希望有更好的移动端体验。
RAW045,客服工单,系统老是崩溃，什么情况？
RAW046,销售转述,销售转述说客户抱怨系统不稳定。
RAW047,问卷,系统卡顿
RAW048,App评论,经常闪退
RAW049,邮件反馈,最近系统性能下降，加载时间变长，影响了员工效率。我们预计这会增加成本。
RAW050,用户访谈,用户提到在高并发时系统容易出错。
RAW051,季度回顾会议记录,会议上客户指出系统稳定性是主要问题。
RAW052,NPS评论,系统不太稳定，需要改进。
RAW053,客服工单,又崩了，第三次了！
RAW054,销售转述,客户反馈系统慢，影响销售流程。
RAW055,客户成功,客户成功经理记录，系统崩溃事件频繁。
RAW056,问卷,性能问题
RAW057,用户访谈,访谈中用户说系统响应速度不如以前。
RAW058,App评论,卡得要死，没法用。
RAW059,邮件反馈,系统稳定性差，导致数据丢失风险增加，我们非常担忧。这直接影响了我们是否续约的决定。
RAW060,季度回顾会议记录,记录显示系统 uptime 不达标。
RAW061,NPS评论,希望能提高系统稳定性。
RAW062,客服工单,服务器错误频繁出现。
RAW063,客服工单,支持响应太慢了，等了好几天。
RAW064,销售转述,销售转述说客户对技术支持不满意。
RAW065,问卷,支持差
RAW066,用户访谈,用户提到技术问题得不到及时解决。
RAW067,App评论,客服没人理
RAW068,邮件反馈,技术支持团队响应时间过长，且解决方案不彻底，希望改善。我们公司依赖及时支持来维持运营。
RAW069,季度回顾会议记录,会议上客户批评技术支持质量。
RAW070,NPS评论,支持服务需要提升。
RAW071,客服工单,工单提交了一周没回复。
RAW072,销售转述,客户反馈支持人员不专业。
RAW073,客户成功,客户成功反馈，支持体验不佳影响续约。
RAW074,问卷,技术支持不行
RAW075,用户访谈,访谈中用户抱怨支持渠道少。
RAW076,邮件反馈,我们遇到技术问题时，支持团队总是推诿责任，导致问题拖延。这让我们对续约持谨慎态度。
RAW077,季度回顾会议记录,记录显示支持满意度低。
RAW078,客服工单,续约流程太复杂了，看不懂。
RAW079,销售转述,销售转述说客户觉得合同条款不清晰。
RAW080,问卷,流程麻烦
RAW081,用户访谈,用户提到续约需要太多审批。
RAW082,App评论,合同看不懂
RAW083,邮件反馈,关于续约合同，我们认为其中一些条款对我们不利，需要重新协商。
RAW084,季度回顾会议记录,会议上客户要求简化续约流程。
RAW085,NPS评论,续约过程繁琐。
RAW086,客服工单,怎么续约？链接在哪？
RAW087,销售转述,客户反馈续约通知不及时。
RAW088,客户成功,客户成功经理反馈，续约流程是客户痛点。
RAW089,问卷,续约流程复杂
RAW090,用户访谈,用户说合同更新不透明。
RAW091,邮件反馈,我们希望续约流程能更自动化，减少手动操作。
RAW092,季度回顾会议记录,记录显示续约流程影响客户体验。
RAW093,客服工单,数据迁移一直出错。
RAW094,销售转述,销售转述说客户在集成上遇到困难。
RAW095,问卷,迁移问题
RAW096,用户访谈,用户提到从旧系统迁移数据很麻烦。
RAW097,App评论,集成不好用
RAW098,邮件反馈,数据迁移过程中丢失了部分数据，我们对此非常不满。这影响了我们的业务连续性。
RAW099,季度回顾会议记录,会议上客户讨论集成问题。
RAW100,NPS评论,迁移支持需要加强。
RAW101,客服工单,API接口文档不清晰。
RAW102,销售转述,客户反馈集成第三方工具困难。
RAW103,客户成功,客户成功反馈，数据迁移是续约前的关键步骤。
RAW104,问卷,集成问题
RAW105,客服工单,培训资料太老了，用不上。
RAW106,销售转述,销售转述说客户觉得上手难。
RAW107,问卷,培训不足
RAW108,用户访谈,用户提到新员工培训时间长。
RAW109,App评论,界面复杂，不会用。
RAW110,邮件反馈,我们建议提供更全面的培训材料和在线课程，以降低学习曲线。
RAW111,季度回顾会议记录,会议上客户要求改善培训支持。
RAW112,NPS评论,上手有点难。
RAW113,客服工单,有没有视频教程？
RAW114,销售转述,客户反馈培训资源不够。
RAW115,客户成功,客户成功经理记录，培训是客户关注点。
RAW116,问卷,用户培训需改进
RAW117,客服工单,竞品比你们便宜多了。
RAW118,销售转述,销售转述说客户在比较竞品。
RAW119,问卷,考虑换系统
RAW120,用户访谈,用户提到正在评估其他SaaS产品。
RAW121,App评论,功能不如XX产品
RAW122,邮件反馈,我们收到了竞品的邀请，他们的报价更有吸引力，希望贵公司能匹配。
RAW123,季度回顾会议记录,会议上客户提及竞品优势。
RAW124,NPS评论,如果价格合适，可能不会选竞品。
RAW125,客服工单,竞品支持更好。
RAW126,销售转述,客户反馈竞品功能更全。
RAW127,客服工单,账户管理不方便。
RAW128,销售转述,销售转述说客户对沟通方式有意见。
RAW129,问卷,服务态度差
RAW130,用户访谈,用户提到发票问题。
RAW131,App评论,更新太频繁，打扰。
RAW132,邮件反馈,续约后，我们希望有专属客户经理，以提供更个性化的服务。
RAW133,季度回顾会议记录,会议上客户讨论账户升级事宜。
RAW134,NPS评论,整体体验一般。
RAW135,客服工单,通知邮件太多了。
RAW136,销售转述,客户反馈希望改善客户服务。
RAW137,客户成功,客户成功反馈，续约决策涉及多方面因素。
RAW138,问卷,其他问题
RAW139,NPS评论,产品很好用，支持续约！
RAW140,问卷,满意
RAW141,用户访谈,用户说产品提升了团队效率。
RAW142,邮件反馈,我们对贵产品非常满意，续约是自然的决定。
RAW143,App评论,五星好评
RAW144,客服工单,今天天气真好。
RAW145,问卷,不知道
RAW146,用户访谈,哈哈
RAW147,App评论,这个软件图标不好看。
RAW148,邮件反馈,我想退订所有邮件。
RAW149,客服工单,系统又挂了，快修复！
RAW150,销售转述,销售说客户考虑不续约了。
