raw_id,source,raw_text
RAW119,用户访谈,我觉得产品很棒，但初始配置选项太多了，应该提供一个‘快速开始’模式，只设置必要项。
RAW120,App评论,能不能把‘帮助’按钮做得更明显一点？我找了十分钟。
RAW121,邮件反馈,我们的用户反馈，他们按照引导文档配置后，运行报告总是超时，不知道哪里设置错了。
RAW122,NPS评论,第一次用就爱上了，界面交互很舒服。
RAW123,客服工单,手机浏览器注册，输入框老是自动放大，体验很差。
RAW124,问卷,注册流程能不能支持关联已有社交账号（如GitHub）快速注册？
RAW125,用户访谈,我们经理让我设置团队权限，我看了文档两小时，还是没搞懂‘角色’和‘权限策略’怎么配合使用。
RAW126,App评论,功能强大，值得研究。
RAW127,邮件反馈,我重置密码后，所有设备上的登录会话都没了，这合理吗？应该只强制退出当前设备。
RAW128,销售转述,用户对首次使用的数据导入向导印象深刻，认为步骤清晰，错误提示友好，能自己解决问题。
RAW129,客服工单,我通过邀请链接注册，但提示我邮箱已被使用，可我之前没收到过任何验证邮件啊。
RAW130,问卷,文档分类有点乱，我想查API相关，结果在‘集成’和‘开发者’两个分类里都有。
RAW131,用户访谈,注册过程里，为什么要我同意那么长的用户协议？可以简化一下吗？
RAW132,App评论,更新后变卡了。
RAW133,邮件反馈,我们想邀请外部合作伙伴参与一个项目，但又不想让他们看到整个工作区的内容，怎么设置？文档没例子。
RAW134,NPS评论,登录速度快。
RAW135,客服工单,为什么同一个手机号不能注册两个不同的账号（用不同邮箱）？
RAW136,问卷,新用户引导结束后，有个小问卷问我觉得难度如何，挺贴心。
RAW137,销售转述,客户团队给反馈，说管理员手册需要更新，尤其是关于计费和席位管理的部分，和实际界面不符。
RAW138,用户访谈,我试着邀请一个客户，他那边收到的邮件显示发件人地址是乱码，不敢点。
RAW139,App评论,可以了。
RAW140,邮件反馈,初始化时选的模板，后来想换，发现要删除整个项目重建，太不灵活了。
RAW141,NPS评论,客服响应很及时，解决了我的注册问题。
RAW142,客服工单,文档里说的‘高级搜索’功能，在我注册的免费版里找不到，是付费功能吗？也没标注。
RAW143,问卷,注册时强制要求公司名，我是个体户怎么填？
RAW144,用户访谈,你们这个系统，感觉注册只是为了获取我的信息，注册完后的引导全是推销高级版。
RAW145,App评论,手机端和电脑端的数据同步好像有点延迟。
RAW146,邮件反馈,请问你们产品的安全合规文档在哪里？我在初始配置前需要提交给IT部门审核。
RAW147,销售转述,用户觉得，首次使用时看到的案例模板非常棒，直接套用节省了大量时间，这是购买的决定性因素。
RAW148,客服工单,我按照文档配置了Webhook，但一直没收到回调，是哪里配错了？
RAW149,问卷,新手引导的进度条是个好设计，让我知道还剩多少。
RAW150,NPS评论,产品不错，但竞争对手A的上手体验更好，希望你们改进。
