raw_id,source,raw_text
RAW029,续费沟通记录,如果能把BI和我们的CRM系统打通，这个价值就大了，值得续费。
RAW030,数据分析师反馈,仪表盘一多，找个报表就要花半天，搜索功能不好用。
RAW031,客服工单,导出报表能不能保留所有的筛选状态？
RAW032,问卷,产品用起来还行。
RAW033,IT部门反馈,版本升级后，之前定制的一些图表样式被覆盖了，升级流程不友好。
RAW034,数据分析师反馈,实时数据流接入后，仪表盘非常卡，几乎没法用。
RAW035,客服工单,我想每周定时把某个报表发到我的邮箱，有这功能吗？
RAW036,续费沟通记录,上季度用得不多，我在考虑是不是要降级一下套餐。
RAW037,问卷,移动端适配很差，在手机上看根本没法操作。
RAW038,数据分析师反馈,你们提供的计算字段函数太少了，连个移动平均都算不了。
RAW039,客服工单,导出的数据怎么没有表头？
RAW040,续费沟通记录,培训做得不错，新员工上手很快，这点给好评。
RAW041,IT部门反馈,与Hadoop集群的连接总是超时，调整了配置也没用。
RAW042,问卷,仪表盘配置太灵活，有时候不知道从哪里下手设置一个简单的图。
RAW043,客服工单,同RAW006，又导出失败了，这次换了台电脑也是这样。
RAW044,数据分析师反馈,你们这个产品在处理千万级数据量时，基本就瘫痪了，完全不够用。
RAW045,问卷,希望增加更多开箱即用的行业模板。
RAW046,续费沟通记录,我们用BI主要是为了向董事会汇报，所以对报表的美观和导出质量要求很高。
RAW047,客服工单,仪表盘嵌入到我们自己的系统后，样式全乱了。
RAW048,数据分析师反馈,数据血缘关系图做的不好，很难追溯一个指标是从哪个原始表来的。
RAW049,IT部门反馈,备份和恢复机制不清晰，怕数据丢了。
RAW050,问卷,总体感觉比上一个工具好，但学习曲线有点陡。
RAW051,客服工单,PDF里的图表能不能矢量导出？方便二次编辑。
RAW052,数据分析师反馈,同RAW002，不同人看同一个报表，数据不一致，信任度都没了。
RAW053,续费沟通记录,你们的售后支持团队响应很快，问题都能解决，这是续费的主要原因。
RAW054,客服工单,导出到PPT的动画效果没了，就是个静态图。
RAW055,IT部门反馈,日志审计功能太弱了，谁看了什么数据都查不到。
RAW056,问卷,联动筛选功能很棒，这是我觉得最好用的点。
RAW057,数据分析师反馈,配置一个复杂仪表盘，保存时提示超时，白忙活了。
RAW058,客服工单,我想导出最近三个月的数据，但系统好像最多只能选一个月？
RAW059,续费沟通记录,价格是小问题，关键是要能帮我们解决业务问题，目前看部分解决了。
RAW060,问卷,颜色搭配方案可以提供更专业的吗？
RAW061,IT部门反馈,和我们旧的Oracle数据库连接很稳定，这点不错。
RAW062,客服工单,导出的Excel文件太大了，能不能压缩一下？
RAW063,数据分析师反馈,用户自定义计算字段保存后，偶尔会莫名丢失。
RAW064,问卷,这个工具教会了我很多数据可视化的知识，有进步。
RAW065,续费沟通记录,听说你们要上AI助手功能了？如果是这样，那我们很有兴趣续约。
RAW066,客服工单,仪表盘里的数字组件，能不能设置动态颜色？比如超标的变红。
RAW067,IT部门反馈,沙盒测试环境和生产环境功能差异太大，很多问题上线才发现。
RAW068,数据分析师反馈,缓存机制有问题，有时候明明数据更新了，但仪表盘还是显示旧数据。
RAW069,问卷,支持一下国产数据库达梦吧。
RAW070,客服工单,同RAW014，CSV乱码问题，换个编码格式好像好了。
RAW071,续费沟通记录,其实我们内部团队已经会写SQL了，这个自助分析对我们的吸引力没那么大。
RAW072,数据分析师反馈,表间关联设置太隐蔽了，找了半天。
RAW073,问卷,加载圈圈转得我心烦。
RAW074,客服工单,我想导出所有仪表盘的列表，有这个功能吗？
RAW075,IT部门反馈,产品本身不错，就是授权管理太复杂，每个用户都要单独配。
RAW076,数据分析师反馈,散点图上的标签重叠严重，根本看不清。
RAW077,续费沟通记录,隔壁部门也在用另一个BI，他们反馈导出更方便，我们在比较。
RAW078,问卷,建议增加‘撤销’操作，改错了没法回退。
RAW079,客服工单,报表导出的时间戳能自定义格式吗？
RAW080,IT部门反馈,容器化部署文档不详细，自己摸索了好久。
RAW081,数据分析师反馈,钻取功能用起来很卡，下钻一层要等十来秒。
RAW082,问卷,基本满足需求。
RAW083,续费沟通记录,续费可以，但你们得承诺下个季度把移动端优化做一下。
RAW084,客服工单,我想把仪表盘分享给外部客户，但不想让他们看到数据源，能做到吗？
RAW085,数据分析师反馈,同比计算在遇到数据缺失的月份时结果不对。
RAW086,IT部门反馈,单点登录偶尔会失效，用户得重新登录。
RAW087,问卷,文本组件功能太弱，排版很困难。
RAW088,客服工单,导出时，能不能选择特定的图表导出，而不是整个页面？
RAW089,续费沟通记录,价格年年涨，我们预算就这么多，今年能不能给个老客户折扣？
RAW090,数据分析师反馈,仪表盘之间没办法传递参数，很不智能。
RAW091,问卷,你们的学习社区内容挺丰富的，帮了我很多。
RAW092,客服工单,PDF导出页边距太大了，浪费纸。
RAW093,IT部门反馈,产品更新迭代太快了，我们IT部门维护压力很大，能不能稳定点？
RAW094,数据分析师反馈,同RAW007，聚合规则配置界面反人类，总是设错。
RAW095,续费沟通记录,用BI是为了降本增效，目前人力是省了，但软件成本上来了，整体ROI还在评估。
RAW096,问卷,支持导出为图片序列吗？想用在PPT动画里。
RAW097,客服工单,仪表盘布局在不同分辨率下会错乱。
RAW098,数据分析师反馈,数据集太大时，拖拽字段到仪表板上会卡住浏览器。
RAW099,IT部门反馈,数据脱敏功能必须有，不然不敢用它看敏感数据。
RAW100,问卷,可以增加‘复制’图表的功能，避免重复劳动。
RAW101,续费沟通记录,市场部同事觉得这个工具颜值不够高，演示效果一般。
RAW102,客服工单,导出报表时一直提示‘权限不足’，但我明明是管理员。
RAW103,数据分析师反馈,那个预测模型组件太黑箱了，结果无法解释，业务方不认可。
RAW104,问卷,连接器设置步骤能不能简化一下？
RAW105,客服工单,怎么在导出时去掉产品水印？
RAW106,IT部门反馈,SSO集成后，用户角色映射有问题，权限对不上。
RAW107,数据分析师反馈,处理日期类型字段时，时区总是出错，每次都得手动转换。
RAW108,续费沟通记录,如果能把数据准备（ETL）环节也包进去就完美了，我们愿意多付钱。
RAW109,问卷,仪表盘刷新后，页面位置会跳回顶部，体验不好。
RAW110,客服工单,同RAW024，高清导出功能到底有没有？
RAW111,IT部门反馈,产品本身不错，就是运维监控指标太少了，出了问题很难排查。
RAW112,数据分析师反馈,代码生成功能对于复杂图表几乎没用，生成的SQL没法看。
RAW113,问卷,协作功能强大，团队可以一起编辑，点赞。
RAW114,续费沟通记录,我们老大说，用不好就换，你们得派人来给我们做个深度培训。
RAW115,客服工单,仪表盘分页器样式太丑了。
RAW116,数据分析师反馈,实时数据同步的延迟最少有5分钟，这算什么实时？
RAW117,IT部门反馈,API限流策略太严格，我们自动化报表生成经常被限制。
RAW118,问卷,希望图表能支持更多的交互动画。
RAW119,续费沟通记录,说实话，用BI就是图个方便，现在觉得也没那么方便，特别是导出这块。
RAW120,客服工单,我想把历史版本的报表找回来，有回收站吗？
RAW121,数据分析师反馈,仪表板版本管理功能缺失，改错了都没法回滚。
RAW122,问卷,颜色风格保持一致，设计团队很喜欢。
RAW123,客服工单,导出Excel时，能不能自动分sheet页？
RAW124,IT部门反馈,磁盘空间监控没做好，有一次磁盘满了导致服务挂掉。
RAW125,数据分析师反馈,你们这个‘智能推荐图表’功能推荐的图表类型经常不合适。
RAW126,续费沟通记录,下个合同年，你们能把SLA保障写进合同吗？比如99.9%可用性。
RAW127,问卷,仪表盘分享链接能设置有效期吗？
RAW128,客服工单,报表里的超链接导出后失效了。
RAW129,IT部门反馈,部署过程太重了，依赖组件太多。
RAW130,数据分析师反馈,大数据量下的图表渲染，经常出现‘画布绘制错误’。
RAW131,问卷,产品在线帮助中心搜索结果不相关。
RAW132,续费沟通记录,用它来看周报月报效率高多了，业务部门反馈很好，这钱花得值。
RAW133,客服工单,同RAW031，导出时筛选状态丢失的问题很普遍啊。
RAW134,数据分析师反馈,自定义SQL查询在仪表盘上没法保存，每次都得重新写。
RAW135,IT部门反馈,集群节点间的负载均衡有时做得不好。
RAW136,问卷,建议增加一个模板市场，用户可以共享模板。
RAW137,客服工单,导出图片时，中文标签显示成方框了。
RAW138,续费沟通记录,续费的事我们内部再讨论一下，主要是看下季度预算。
RAW139,数据分析师反馈,仪表盘上的数字格式设置太繁琐，每个组件都要单独设。
RAW140,问卷,产品稳定性不错，很少遇到服务中断。
RAW141,客服工单,能不能增加一次导出多张报表的功能？
RAW142,IT部门反馈,权限体系支持RBAC就好了，现在是ACL，管理起来麻烦。
RAW143,数据分析师反馈,聚合下钻路径固定后，想换一个维度下钻很麻烦。
RAW144,续费沟通记录,隔壁组用的Tableau，导出功能确实强，但贵。我们用你们这个性价比高点。
RAW145,问卷,开机自启功能有吗？服务器重启后要手动服务。
RAW146,客服工单,导出Excel时，合并单元格的样式保留不了。
RAW147,数据分析师反馈,这个工具在敏捷迭代上做得不错，需求响应很快。
RAW148,IT部门反馈,对国产化环境的支持（如麒麟OS）需要加强。
RAW149,问卷,希望仪表板支持注释批注功能。
RAW150,续费沟通记录,我们认真评估后，决定续费，但希望能签一个两年的长期合同，给个优惠。
