raw_id,source,raw_text
RAW041,运营数据,支付页面字体太小，看不清。
RAW042,竞品分析,支付时网络连接中断。
RAW043,App评论,余额不足时没有提示。
RAW044,客服工单,支付完成后没有跳转回商城，得手动回。
RAW045,用户反馈,多次支付尝试都被拒绝，银行没说问题，你们系统太差了。
RAW046,NPS,页面加载太慢，等好久。
RAW047,运营数据,图片加载不出来。
RAW048,竞品分析,App在安卓手机上卡顿。
RAW049,App评论,搜索结果页面滚动卡顿。
RAW050,客服工单,首页加载超过10秒，耐心都磨没了。
RAW051,用户反馈,商品详情页白屏。
RAW052,NPS,切换页面时闪退。
RAW053,运营数据,加载动画太多，浪费流量。
RAW054,竞品分析,在低网速下无法使用。
RAW055,App评论,服务器错误频繁出现，显示503或504，体验很差。
RAW056,客服工单,缓存清理后加载更慢。
RAW057,用户反馈,夜间模式加载不出图片。
RAW058,NPS,视频预览加载失败。
RAW059,运营数据,页面响应延迟高，点一下要等几秒。
RAW060,竞品分析,下拉刷新没反应。
RAW061,App评论,加载进度条不准确。
RAW062,客服工单,使用WiFi比移动数据还慢。
RAW063,用户反馈,页面元素重叠，影响加载，文字都看不清。
RAW064,NPS,搜索东西不对，推荐乱七八糟。
RAW065,运营数据,推荐的商品我不喜欢。
RAW066,竞品分析,搜索历史不显示。
RAW067,App评论,搜索结果排序不合理。
RAW068,客服工单,输入关键词后没有建议。
RAW069,用户反馈,推荐算法太差，总推重复商品，看得都腻了。
RAW070,NPS,搜索页面广告太多。
RAW071,运营数据,分类浏览找不到想要的。
RAW072,竞品分析,搜索过滤器选项少。
RAW073,App评论,热门搜索词不相关。
RAW074,客服工单,搜索结果商品图片与实物不符，色差大。
RAW075,用户反馈,无法保存搜索偏好。
RAW076,NPS,推荐商品价格过高。
RAW077,运营数据,搜索时自动纠错不准。
RAW078,竞品分析,推荐基于浏览历史，但历史不更新，一直推老东西。
RAW079,App评论,搜索结果分页加载慢。
RAW080,客服工单,品牌搜索不准确。
RAW081,用户反馈,推荐商品库存不足，点了也没用。
RAW082,NPS,优惠券用不了，显示已过期。
RAW083,运营数据,满减规则看不懂。
RAW084,竞品分析,促销活动页面打不开。
RAW085,App评论,折扣价和原价一样。
RAW086,客服工单,优惠券使用条件太苛刻。
RAW087,用户反馈,活动倒计时不准。
RAW088,NPS,促销商品突然下架。
RAW089,运营数据,会员优惠不显示。
RAW090,竞品分析,积分兑换不了商品。
RAW091,App评论,买一送一活动没生效，客服说系统bug，等修复。
RAW092,客服工单,优惠券分享功能失效。
RAW093,用户反馈,促销通知太多，烦人。
RAW094,NPS,折扣计算错误。
RAW095,运营数据,活动规则变化快，跟不上。
RAW096,竞品分析,优惠券找不到使用入口。
RAW097,App评论,预售商品支付后无优惠，说好的折扣呢？
RAW098,客服工单,促销商品评价被删。
RAW099,用户反馈,满额赠品不发货。
RAW100,NPS,手机和电脑端购物车不同步。
RAW101,运营数据,订单状态更新慢。
RAW102,竞品分析,收藏夹数据丢失。
RAW103,App评论,浏览历史在设备间不同步。
RAW104,客服工单,地址簿同步失败。
RAW105,用户反馈,优惠券在不同平台不通用。
RAW106,NPS,账户余额在移动端显示不正确。
RAW107,运营数据,订单导出功能有问题，文件打不开。
RAW108,竞品分析,用户数据泄露风险。
RAW109,App评论,个性化设置不保存。
RAW110,客服工单,跨设备登录后数据丢失，比如收藏和购物车。
RAW111,用户反馈,推荐数据不更新。
RAW112,NPS,支付方式同步问题。
RAW113,运营数据,退货信息不打通。
RAW114,竞品分析,客服记录不同步，上次说的问题这次又重提。
RAW115,App评论,iOS版本闪退。
RAW116,客服工单,安卓通知不显示。
RAW117,用户反馈,手机浏览器访问不兼容。
RAW118,NPS,App更新后变卡。
RAW119,运营数据,移动端按钮太小，误触。
RAW120,竞品分析,推送消息太多。
RAW121,App评论,离线模式不工作。
RAW122,客服工单,移动端支付流程复杂，步骤多。
RAW123,用户反馈,App权限要求过多，要位置、通讯录啥的。
RAW124,NPS,横屏模式显示错乱。
RAW125,运营数据,移动端搜索功能弱。
RAW126,竞品分析,App耗电快。
RAW127,App评论,这次购物体验很好，支付很快。
RAW128,客服工单,推荐很准，省了我很多时间。
RAW129,用户反馈,客服态度好，解决问题快。
RAW130,NPS,促销活动实惠，买了不少。
RAW131,运营数据,App设计美观，用着舒服。
RAW132,竞品分析,物流速度超赞。
RAW133,App评论,售后处理及时，满意。
RAW134,客服工单,今天天气真好。
RAW135,用户反馈,我觉得你们应该加个新功能，比如AR试穿。
RAW136,NPS,asdfghjkl
RAW137,运营数据,客服电话打不通，但我要说的是另一件事，就是App老闪退。
RAW138,竞品分析,这个颜色不好看。
RAW139,App评论,希望改进一下。
RAW140,客服工单,没有问题。
RAW141,用户反馈,用了一次，还行吧。
RAW142,NPS,竞品A的支付更流畅，你们学学。
RAW143,运营数据,价格比其他平台高。
RAW144,竞品分析,页面设计太丑，配色刺眼。
RAW145,App评论,加载速度可以接受。
RAW146,客服工单,搜索结果相关性高，不错。
RAW147,用户反馈,优惠券发放及时，用了省不少。
RAW148,NPS,账户安全措施好。
RAW149,运营数据,移动端体验比PC好。
RAW150,竞品分析,没有反馈。
