raw_id,source,raw_text
RAW066,客服工单,仪表盘加载慢，打开要等很久。
RAW067,数据分析师反馈,并发查询时，系统卡死。
RAW068,IT部门反馈,查询缓存失效，重复查询慢。
RAW069,问卷,性能有待提高，尤其是大数据量时。
RAW070,续费沟通记录,性能问题导致用户体验差，续费前必须优化。
RAW071,客服工单,查询结果返回不全，数据丢失。
RAW072,数据分析师反馈,查询日志不足，难以调试性能问题。
RAW073,IT部门反馈,查询优化器差，自动生成的查询效率低。
RAW074,问卷,查询性能中等，偶尔超时。
RAW075,续费沟通记录,查询性能提升后，团队满意度会增加，可能续费。
RAW076,客服工单,查询时CPU使用率飙升，系统不稳定。
RAW077,数据分析师反馈,查询界面响应慢，交互延迟。
RAW078,IT部门反馈,查询队列管理有问题，优先级设置不当。
RAW079,问卷,查询速度还可以，但可以更好。
RAW080,续费沟通记录,查询性能是评估产品的重要指标，目前不达标。
RAW081,客服工单,续费价格太高，功能却不匹配。
RAW082,数据分析师反馈,续费价值感低，很多功能用不上。
RAW083,IT部门反馈,续费支持服务差，响应慢。
RAW084,问卷,续费考虑中，性价比一般。
RAW085,续费沟通记录,续费后功能没更新，感觉不值。
RAW086,客服工单,续费定价不合理，按用户数收费太贵。
RAW087,数据分析师反馈,续费价值感知弱，竞品有更好的功能。
RAW088,IT部门反馈,续费合同条款苛刻，灵活性差。
RAW089,问卷,续费与否取决于未来改进。
RAW090,续费沟通记录,续费前，需要看到明确的ROI计算和案例。
RAW091,客服工单,续费时没有折扣，老用户没优惠。
RAW092,数据分析师反馈,续费后，希望有更多培训和支持。
RAW093,IT部门反馈,续费集成成本高，需要额外资源。
RAW094,问卷,续费价值一般，但产品稳定。
RAW095,续费沟通记录,续费决策基于团队反馈，如果问题不解决，可能不续。
RAW096,客服工单,续费功能更新慢，跟不上需求。
RAW097,数据分析师反馈,续费价值高的话，我们愿意长期合作。
RAW098,IT部门反馈,续费技术支持响应时间需改善。
RAW099,问卷,续费考虑因素包括性能、准确性和价格。
RAW100,续费沟通记录,续费前，我们需要看到产品路线图和未来计划。
RAW101,客服工单,数据源集成连接失败，显示认证错误。
RAW102,数据分析师反馈,同步数据时，经常中断，需要手动重启。
RAW103,IT部门反馈,不支持我们的旧数据库系统，集成困难。
RAW104,问卷,数据源集成过程有点复杂。
RAW105,续费沟通记录,数据源集成问题影响数据更新，续费前需解决。
RAW106,客服工单,API集成文档不清晰，开发困难。
RAW107,数据分析师反馈,数据同步延迟，实时性差。
RAW108,IT部门反馈,集成脚本错误多，需要频繁维护。
RAW109,问卷,数据源集成基本满足需求。
RAW110,续费沟通记录,集成更多数据源能增加产品价值，促进续费。
RAW111,客服工单,可视化图表类型太少，不够用。
RAW112,数据分析师反馈,图表自定义选项有限，颜色和样式调整困难。
RAW113,IT部门反馈,图表交互性差，点击无响应。
RAW114,问卷,可视化效果不错，但可以更多样。
RAW115,续费沟通记录,可视化图表改进能提升报表美观度，增加续费吸引力。
RAW116,客服工单,图表导出后，标签文字重叠。
RAW117,数据分析师反馈,动态图表更新慢，数据滞后。
RAW118,IT部门反馈,图表渲染引擎性能问题，高负载时崩溃。
RAW119,问卷,图表功能基本够用。
RAW120,续费沟通记录,更多图表类型和模板会考虑续费。
RAW121,客服工单,今天天气不错，但产品有问题。
RAW122,数据分析师反馈,我不确定这个功能是否工作。
RAW123,IT部门反馈,需要检查服务器状态，但反馈相关。
RAW124,问卷,产品整体还行，但细节需改进。
RAW125,续费沟通记录,用户反馈说界面挺友好的。
RAW126,客服工单,报表导出功能真方便，省时省力。
RAW127,数据分析师反馈,数据准确性高，分析结果可靠。
RAW128,IT部门反馈,仪表盘配置灵活，满足定制需求。
RAW129,问卷,查询性能很快，处理大数据没问题。
RAW130,续费沟通记录,续费价值高，产品稳定，值得投资。
RAW131,客服工单,数据源集成顺利，支持多种格式。
RAW132,数据分析师反馈,可视化图表美观，交互体验好。
RAW133,IT部门反馈,系统性能优化后，响应更快。
RAW134,问卷,报表导出支持多种格式，实用。
RAW135,续费沟通记录,续费后，我们得到了很好的技术支持。
RAW136,客服工单,导出PDF时，偶尔失败。
RAW137,数据分析师反馈,数据刷新有点延迟。
RAW138,IT部门反馈,仪表盘小部件偶尔不响应。
RAW139,问卷,查询性能中等。
RAW140,续费沟通记录,续费价格可以接受。
RAW141,客服工单,数据源集成文档需要更新。
RAW142,数据分析师反馈,图表类型可以更多。
RAW143,IT部门反馈,性能监控工具有用。
RAW144,问卷,整体产品不错，但导出慢。
RAW145,续费沟通记录,续费后，功能更新及时。
RAW146,客服工单,导出Excel时，数据格式乱。
RAW147,数据分析师反馈,数据计算有偏差。
RAW148,IT部门反馈,查询超时问题未解决。
RAW149,问卷,仪表盘配置学习曲线陡。
RAW150,续费沟通记录,续费决策基于团队使用反馈，如果问题改善，会续费。
