raw_id,source,raw_text
RAW054,微信群,这个BI工具能不能支持我们自己的数据库？现在接不上。
RAW055,销售转述,客户试用了下，觉得功能太少，满足不了业务需求。
RAW056,用户访谈,你们那个SaaS产品，我同事用了都说好，就是价格有点肉疼。
RAW057,问卷,不错。
RAW058,客服工单,我明明付了款，订单状态还是待支付？
RAW059,客户成功,新客户普遍反映，刚激活时的数据初始化过程太漫长。
RAW060,微信群,客服在吗？看下这个错误截图，怎么回事？
RAW061,老板转述,仓库管理组说，新系统帮他们减少了盘点误差，效率提升。
RAW062,App评论,购物车里的商品有时候会自己消失，吓死我。
RAW063,销售转述,客户说，续费合同条款太复杂，看不懂，不敢签。
RAW064,用户访谈,这个AI识别图片，稍微复杂点的就认不出来。
RAW065,客服工单,能不能让我先把数据导出来再解约？不然我没法走。
RAW066,微信群,报表共享功能在哪？找了半天。
RAW067,问卷,对于小企业来说，这个定价模式不友好。
RAW068,客户成功,客户激活后，经常问基本操作问题，说明我们的onboarding做得不好。
RAW069,运营记录,用户反馈，优惠券使用规则不清晰，导致订单纠纷。
RAW070,App评论,垃圾！
RAW071,客服工单,我上传的数据好像被篡改了，你们得负责！
RAW072,销售转述,客户觉得，和旧系统比，学习成本太高了，员工抵触。
RAW073,微信群,今天系统是不是在维护？特别卡。
RAW074,用户访谈,那个BI工具的移动端体验太差了，在手机上基本没法用。
RAW075,老板转述,研发团队反馈，内部代码管理工具比以前稳定多了。
RAW076,问卷,你们这个东西，用着用着就习惯了，还行吧。
RAW077,客服工单,自动续费怎么取消？我明明关了，这个月又扣钱了！
RAW078,微信群,我激活码输进去提示无效，新买的啊。
RAW079,客户成功,客户A和B都反馈，AI对话时，有时候上下文会丢失，答非所问。
RAW080,App评论,下单地址老是保存失败，每次都要重新填，麻烦死了。
RAW081,销售转述,客户问，能不能按年付费，而不是按用户数付费？他们用户太多。
RAW082,用户访谈,数据分析功能倒是挺强，就是太慢了，跑个查询要几分钟。
RAW083,问卷,客服态度很好，就是问题解决不了。
RAW084,老板转述,采购部说，新ERP系统上线后，采购周期缩短了，降本效果明显。
RAW085,客服工单,我想升级套餐，但是找不到入口。
RAW086,微信群,这个功能很实用！拯救了我们的周报！
RAW087,客户成功,激活率最近下降了，原因可能是注册流程中手机验证环节失败率太高。
RAW088,App评论,商品分类逻辑看不懂，找个东西要翻好久。
RAW089,销售转述,客户说，竞品差不多的功能，便宜一半。
RAW090,用户访谈,你们那个AI，能不能别老是推荐我不想要的商品？推送不准。
RAW091,客服工单,文档打不开，404了。
RAW092,微信群,续费有没有优惠？老客户了。
RAW093,问卷,界面设计有点过时了，能不能改改？
RAW094,老板转述,人力资源部抱怨，招聘模块的功能太弱了，还不如用表格。
RAW095,运营记录,有用户通过客服热线表扬了售后响应速度，解决了问题。
RAW096,客户成功,几个大客户都表示，如果明年不降价，很难续费。
RAW097,App评论,支付成功了，但是没跳转回确认页面，我以为失败了又付一次。
RAW098,销售转述,客户觉得，AI产品的安全性存疑，数据会不会被泄露？
RAW099,微信群,报表里的同比环比计算方式能不能自定义？现在是固定的。
RAW100,客服工单,我刚才提交的工单，有后续进展了，麻烦查看。
RAW101,用户访谈,系统整体还行，就是有些小毛病，比如偶尔会闪退。
RAW102,问卷,如果能支持微信登录就更好了。
RAW103,老板转述,技术部反馈，内部监控系统帮他们提前发现了很多潜在故障。
RAW104,客服工单,你们那个小程序，在安卓手机上显示不全。
RAW105,微信群,新来的员工怎么快速上手这个系统啊？培训材料在哪？
RAW106,App评论,客服回复很快，问题也解决了，点赞。
RAW107,销售转述,客户反馈，他们部门的使用率很低，续费可能性不大。
RAW108,客户成功,用户激活后，最常见的问题是不知道怎么导入历史数据。
RAW109,问卷,总是提示我存储空间不足，但我明明没存多少东西。
RAW110,客服工单,能不能加个功能，让报表定时发送到邮箱？
RAW111,微信群,这个电商后台，怎么查看实时在线用户数？
RAW112,用户访谈,你们产品理念很好，但落地到细节上，还是有差距。
RAW113,老板转述,市场部说，你们那个营销数据分析模块，帮他们精准找到了目标用户。
RAW114,App评论,不错不错。
RAW115,客户成功,续费季到了，大部分客户都在观望，需要重点跟进。
RAW116,销售转述,客户觉得AI功能是噱头，实际用起来不智能。
RAW117,客服工单,密码重置邮件收不到，急！
RAW118,问卷,加载动画太慢了，影响体验。
RAW119,微信群,我刚续费，怎么登录不上了？
RAW120,用户访谈,我觉得吧，你们这个系统，核心功能做得挺扎实，就是周边生态弱了点。
