raw_id,source,raw_text
RAW037,客服工单,AI客服经常答非所问，转人工流程复杂。
RAW038,用户访谈,使用量配额管理不透明，用户不知道剩余次数。
RAW039,问卷,数据安全漏洞：曾发生数据泄露事件，信任度下降。
RAW040,App评论,响应速度太慢，等待时间长，影响工作效率。
RAW041,NPS评论,今天吃了顿好吃的。
RAW042,社区反馈,AI输出质量一般，但客服支持不错，综合体验中等。
RAW043,客服工单,用户反馈：AI输出有偏见，需要调整模型公平性。
RAW044,用户访谈,幻觉问题频繁，AI虚构历史事件，误导学习。
RAW045,问卷,推荐准确性差，推荐不相关内容，用户体验差。
RAW046,App评论,AI客服响应快速，解决了常见问题，好评。
RAW047,NPS评论,使用量配额合理，够用，但希望增加免费额度。
RAW048,社区反馈,数据安全措施到位，隐私保护好，放心使用。
RAW049,客服工单,响应速度偶尔延迟，但整体可接受。
RAW050,用户访谈,AI输出质量时好时坏，用户反馈说需要一致性。
RAW051,问卷,输出结果有错误，不准确，影响决策。
RAW052,App评论,幻觉：AI推荐虚假产品，用户购买后后悔。
RAW053,NPS评论,推荐系统很准，推荐我喜欢的，满意。
RAW054,社区反馈,AI客服不智能，听不懂复杂问题，需要升级。
RAW055,客服工单,使用量配额太小，企业用户不够用，建议调整。
RAW056,用户访谈,数据安全担忧：AI学习用户数据，可能被滥用。
RAW057,问卷,响应速度慢，尤其在高峰时段，用户抱怨多。
RAW058,App评论,今天游戏打输了。
RAW059,NPS评论,AI助手很好用，输出质量高，推荐系统准。
RAW060,社区反馈,AI输出质量下降，最近都不准，用户投诉增加。
RAW061,客服工单,输出结果格式乱，需要改进显示方式。
RAW062,用户访谈,幻觉错误：AI生成虚构数据，影响研究报告。
RAW063,问卷,推荐准确性一般，有时准有时不准，用户反馈 mixed。
RAW064,App评论,AI客服解决了我的退款问题，快速有效。
RAW065,NPS评论,使用量管理清晰，配额充足，满意。
RAW066,社区反馈,数据安全措施不足，用户隐私易泄露。
RAW067,客服工单,响应速度可以，但偶尔卡顿，优化一下。
RAW068,用户访谈,AI输出质量差，经常出错，用户说没法用。
RAW069,问卷,输出内容不相关，用户反馈需要更精准。
RAW070,App评论,幻觉：AI推荐虚假广告，误导消费者。
RAW071,NPS评论,推荐系统不准确，推荐过时商品，体验差。
RAW072,社区反馈,AI客服响应慢，不理解问题，用户转人工。
RAW073,客服工单,使用量配额太小，用几次就没了，限制太多。
RAW074,用户访谈,数据安全担忧：AI可能收集敏感信息，风险高。
RAW075,问卷,响应速度慢，等待时间长，影响用户体验。
RAW076,App评论,今天看了部电影。
RAW077,NPS评论,总体不错，AI输出质量好，推荐准，客服也行。
RAW078,社区反馈,AI输出质量不稳定，用户反馈说需要优化。
RAW079,客服工单,输出结果有错别字，不专业，用户抱怨。
RAW080,用户访谈,幻觉问题：AI虚构人物，误导历史学习。
RAW081,问卷,推荐准确性差，推荐不相关内容，浪费时间。
RAW082,App评论,AI客服听不懂人话，体验差，需要改进。
RAW083,NPS评论,使用量配额合理，但希望增加免费额度。
RAW084,社区反馈,数据安全好，隐私保护到位，用户放心。
RAW085,客服工单,响应速度偶尔延迟，整体还行，但需优化。
RAW086,用户访谈,AI输出质量时好时坏，用户反馈需要一致性。
RAW087,问卷,输出内容质量差，没法用，用户说失望。
RAW088,App评论,幻觉：AI推荐虚假信息，影响用户决策。
RAW089,NPS评论,推荐系统很准，推荐我喜欢的，好评。
RAW090,社区反馈,AI客服不智能，转人工难，用户抱怨多。
RAW091,客服工单,使用量配额太小，企业用户不够用，建议调整。
RAW092,用户访谈,数据安全担忧：AI可能泄露用户数据，信任度低。
RAW093,问卷,响应速度慢，尤其在高峰时段，用户投诉。
RAW094,App评论,今天运动了。
RAW095,NPS评论,AI助手很方便，输出质量高，推荐准，正向体验。
RAW096,社区反馈,AI输出质量下降，最近都不准，用户反馈差。
RAW097,客服工单,输出结果格式混乱，需要改进，用户看不清。
RAW098,用户访谈,幻觉错误：AI生成虚假案例，误导商业决策。
RAW099,问卷,推荐准确性一般，有时准有时不准，用户 mixed 反馈。
RAW100,App评论,AI客服解决了我的问题，快速有效，满意。
RAW101,NPS评论,使用量管理不清晰，配额计算复杂，用户困惑。
RAW102,社区反馈,数据安全措施不足，用户隐私易被侵犯。
RAW103,客服工单,响应速度可以，但偶尔卡顿，用户建议优化。
RAW104,用户访谈,AI输出质量差，经常出错，用户说没法用。
RAW105,问卷,输出内容不相关，用户反馈需要更精准的AI。
RAW106,App评论,幻觉：AI推荐虚假产品，用户购买后后悔。
RAW107,NPS评论,推荐系统不准确，推荐过时内容，体验差。
RAW108,社区反馈,AI客服响应慢，不理解问题，需要升级算法。
RAW109,客服工单,使用量配额太小，用几次就没了，限制太多。
RAW110,用户访谈,数据安全担忧：AI学习用户数据，可能被滥用。
RAW111,问卷,响应速度慢，等待时间长，影响用户体验。
RAW112,App评论,今天学习了新知识。
RAW113,NPS评论,总体不错，AI输出质量好，推荐准，客服也行。
RAW114,社区反馈,AI输出质量不稳定，用户反馈说需要优化。
RAW115,客服工单,输出结果有错别字，不专业，用户抱怨。
RAW116,用户访谈,幻觉问题：AI虚构历史事件，误导学习。
RAW117,问卷,推荐准确性差，推荐不相关内容，浪费时间。
RAW118,App评论,AI客服听不懂人话，体验差，需要改进。
RAW119,NPS评论,使用量配额合理，但希望增加免费额度。
RAW120,社区反馈,数据安全好，隐私保护到位，用户放心。
RAW121,客服工单,响应速度偶尔延迟，整体还行，但需优化。
RAW122,用户访谈,AI输出质量时好时坏，用户反馈需要一致性。
RAW123,问卷,输出内容质量差，没法用，用户说失望。
RAW124,App评论,幻觉：AI推荐虚假信息，影响用户决策。
RAW125,NPS评论,推荐系统很准，推荐我喜欢的，好评。
RAW126,社区反馈,AI客服不智能，转人工难，用户抱怨多。
RAW127,客服工单,使用量配额太小，企业用户不够用，建议调整。
RAW128,用户访谈,数据安全担忧：AI可能泄露用户数据，信任度低。
RAW129,问卷,响应速度慢，尤其在高峰时段，用户投诉。
RAW130,App评论,今天休息了一天。
RAW131,NPS评论,AI助手很方便，输出质量高，推荐准，正向体验。
RAW132,社区反馈,AI输出质量下降，最近都不准，用户反馈差。
RAW133,客服工单,输出结果格式混乱，需要改进，用户看不清。
RAW134,用户访谈,幻觉错误：AI生成虚假案例，误导商业决策。
RAW135,问卷,推荐准确性一般，有时准有时不准，用户 mixed 反馈。
RAW136,App评论,AI客服解决了我的问题，快速有效，满意。
RAW137,NPS评论,使用量管理不清晰，配额计算复杂，用户困惑。
RAW138,社区反馈,数据安全措施不足，用户隐私易被侵犯。
RAW139,客服工单,响应速度可以，但偶尔卡顿，用户建议优化。
RAW140,用户访谈,AI输出质量差，经常出错，用户说没法用。
RAW141,问卷,输出内容不相关，用户反馈需要更精准的AI。
RAW142,App评论,幻觉：AI推荐虚假产品，用户购买后后悔。
RAW143,NPS评论,推荐系统不准确，推荐过时内容，体验差。
RAW144,社区反馈,AI客服响应慢，不理解问题，需要升级算法。
RAW145,客服工单,使用量配额太小，用几次就没了，限制太多。
RAW146,用户访谈,数据安全担忧：AI学习用户数据，可能被滥用。
RAW147,问卷,响应速度慢，等待时间长，影响用户体验。
RAW148,App评论,今天计划了周末活动。
RAW149,NPS评论,总体不错，AI输出质量好，推荐准，客服也行。
RAW150,社区反馈,AI输出质量不稳定，用户反馈说需要优化。
