raw_id,source,raw_text
RAW058,用户访谈,我们公司用这个系统已经一年了，总的来说还可以，但最近价格涨了，而且有些功能我们不太需要，续约的话价格能不能优惠点？
RAW059,问卷,价格贵。
RAW060,App评论,费用太高。
RAW061,邮件反馈,这系统卡死啦，快点修啊！
RAW062,季度回顾会议记录,客服电话打不通，咋回事？
RAW063,NPS评论,相比去年，费用增加了20%，不合理。
RAW064,客服工单,价格匹配不上功能价值。
RAW065,销售转述,其他供应商报价更低。
RAW066,客户成功,价格因素导致我们考虑不续约。
RAW067,用户访谈,年费制太死板，希望有月付选项。
RAW068,问卷,价格透明度不够，隐藏费用多。
RAW069,App评论,性价比不如竞品。
RAW070,邮件反馈,价格谈判空间小。
RAW071,季度回顾会议记录,客户抱怨价格太贵。
RAW072,NPS评论,费用超出预期。
RAW073,客服工单,价格调整通知太晚。
RAW074,销售转述,续约谈价格时很被动。
RAW075,客户成功,价格没竞争力。
RAW076,用户访谈,费用结构复杂，看不懂。
RAW077,问卷,价格是续约主要障碍。
RAW078,App评论,希望价格更灵活。
RAW079,邮件反馈,性价比还行，但价格偏高。
RAW080,季度回顾会议记录,报表功能太弱。
RAW081,NPS评论,界面不友好，操作复杂。
RAW082,客服工单,移动端功能不全。
RAW083,销售转述,集成能力差。
RAW084,客户成功,功能更新不及时。
RAW085,用户访谈,客户反馈功能不足。
RAW086,问卷,缺少API接口。
RAW087,App评论,定制化选项少。
RAW088,邮件反馈,功能与宣传不符。
RAW089,季度回顾会议记录,行业特定功能缺失。
RAW090,NPS评论,数据分析功能不够强。
RAW091,客服工单,自动化功能有限。
RAW092,销售转述,协作功能待改进。
RAW093,客户成功,安全功能不足。
RAW094,用户访谈,功能培训不到位。
RAW095,问卷,功能请求被忽略。
RAW096,App评论,功能迭代影响使用。
RAW097,邮件反馈,功能复杂度太高。
RAW098,季度回顾会议记录,数据丢失过一次。
RAW099,NPS评论,系统bug多，体验差。
RAW100,客服工单,响应时间长。
RAW101,销售转述,系统不稳定，老出错。
RAW102,客户成功,性能达不到预期。
RAW103,用户访谈,系统维护频繁。
RAW104,问卷,兼容性问题多。
RAW105,App评论,系统延迟高。
RAW106,邮件反馈,备份恢复有问题。
RAW107,季度回顾会议记录,系统资源占用高。
RAW108,NPS评论,并发支持不足。
RAW109,客服工单,系统监控不到位。
RAW110,销售转述,性能优化需求。
RAW111,客户成功,系统可靠性差。
RAW112,用户访谈,专业知识不足。
RAW113,问卷,服务承诺没兑现。
RAW114,App评论,支持文档不完善。
RAW115,邮件反馈,现场支持收费高。
RAW116,季度回顾会议记录,支持团队流动性大。
RAW117,NPS评论,问题升级流程复杂。
RAW118,客服工单,支持覆盖时间短。
RAW119,销售转述,客户成功跟进不力。
RAW120,客户成功,支持质量参差不齐。
RAW121,用户访谈,反馈后没回音。
RAW122,问卷,支持成本高。
RAW123,App评论,续约通知不及时。
RAW124,邮件反馈,合同模板不灵活。
RAW125,季度回顾会议记录,法律合规问题。
RAW126,NPS评论,续约谈判耗时。
RAW127,客服工单,合同纠纷处理慢。
RAW128,销售转述,提前解约罚金高。
RAW129,客户成功,合同续签流程自动化差。
RAW130,用户访谈,合同管理不便。
RAW131,问卷,续约时数据备份提醒不足。
RAW132,App评论,合同审核周期长。
RAW133,邮件反馈,续约支持文档少。
RAW134,季度回顾会议记录,集成API文档差。
RAW135,NPS评论,数据同步问题多。
RAW136,客服工单,迁移支持不足。
RAW137,销售转述,集成开发成本高。
RAW138,客户成功,数据格式转换麻烦。
RAW139,用户访谈,迁移过程中断。
RAW140,问卷,集成测试不充分。
RAW141,App评论,数据安全在迁移中受威胁。
RAW142,邮件反馈,文档过时。
RAW143,季度回顾会议记录,培训师水平低。
RAW144,NPS评论,在线培训资源不足。
RAW145,客服工单,培训后续支持没。
RAW146,销售转述,界面设计不直观，学不会。
RAW147,客户成功,培训时间安排不合理。
RAW148,用户访谈,缺乏高级培训。
RAW149,问卷,培训效果不好。
RAW150,App评论,竞品集成能力更强。
