raw_id,source,raw_text
RAW045,客户成功,客户D的续费合同流程卡住了，他们财务说需要调整付款周期。
RAW046,销售转述,销售说，客户抱怨激活码发下来是过期的，让人火大。我们团队十几个人都在用，每天至少花半个小时在等系统响应上面，这个时间成本太高了，希望尽快优化，不然真扛不住了。
RAW047,微信群,数据同步延迟太严重了，看个实时数据跟看昨天的一样。
RAW048,用户访谈,我们部门用你们的系统主要是为了降本，但感觉使用成本（培训、时间）也没降多少。
RAW049,客服工单,我昨天提的工单，今天还没人理我？这服务态度……
RAW050,老板转述,李总说，看了下报表，咱们这个系统用起来，运营成本好像没降反升了？
RAW051,问卷,没什么想法。
RAW052,微信群,系统太慢了，加载个图能等到地老天荒。
RAW053,客服工单,导出的Excel表格格式是乱的，数字和文字粘在一起了。
RAW054,用户访谈,那个……你们的客服电话很难打进去啊，都是机器人转来转去。
RAW055,销售转述,客户反馈，我们的定价页面信息不清楚，隐藏费用多，感觉被坑了。
RAW056,运营记录,大促期间，电商看板访问量激增，系统响应延迟明显。说真的，你们的售后响应速度也不行，上次提了个工单，等了三天才有人回复，这期间我们只能干等着，业务都耽误了。
RAW057,客服工单,功能A和功能B怎么配合使用？文档根本看不懂。
RAW058,App评论,更新后变卡了，希望优化。
RAW059,微信群,续费太贵了，有没有老客户优惠？
RAW060,用户访谈,你们的AI助手有时候给的建议挺准的，但有时候又完全离谱，像在开盲盒。
RAW061,客服工单,邮箱验证码收不到，试了好几次了。
RAW062,销售转述,客户E说，他们主要想用BI分析用户行为，但你们的预设模型太简单了。
RAW063,微信群,求推荐一个比这个好用的系统，真心用不下去了。
RAW064,老板转述,下面人提意见，说内部协作系统的通知太轰炸了，根本看不过来。
RAW065,问卷,功能强大，学习成本也高。
RAW066,客服工单,这系统咋整，又崩了？我觉得最离谱的是，明明付了企业版的钱，结果功能跟基础版差不多，那我花这个冤枉钱干嘛呢？
RAW067,用户访谈,续费合同自动默认勾选了很多增值服务，感觉有点不地道。
RAW068,销售转述,客户希望我们能提供私有化部署的选项，他们对数据安全要求高。
RAW069,App评论,五星，客服小姐姐很耐心。
RAW070,微信群,数据导出功能挂了，急用！
RAW071,客服工单,为什么我买的套餐包含的AI提问次数，还没用几次就提示用完了？
RAW072,运营记录,有用户反馈，在产品后台购买增值服务后，权益没有实时生效。
RAW073,用户访谈,界面有点老气，能不能改改设计？
RAW074,老板转述,张经理说，能不能加个功能，把不同部门的预算数据一键汇总对比？
RAW075,问卷,贵，但好用。
RAW076,客服工单,反应慢死了，点击没反应。我们销售团队反馈说，客户演示的时候系统经常卡顿，给客户的印象非常差，好几单都因为这个黄了。
RAW077,销售转述,销售讲，客户质疑我们AI模型的训练数据来源是否合规。
RAW078,微信群,有没有人组团一起和销售砍价？续费价格太坑了。
RAW079,用户访谈,那个数据分析模块，我能理解它想表达什么，但就是操作起来很别扭。
RAW080,App评论,垃圾，总是闪退。
RAW081,客服工单,收费太高了吧？功能也就那样。
RAW082,客户成功,客户F反馈，他们的管理员账号权限设置太复杂，容易出错。
RAW083,微信群,系统刚恢复，好像快了一点？希望不是错觉。
RAW084,销售转述,客户说，竞品现在买两年送一年，我们有没有类似活动？
RAW085,用户访谈,嗯……怎么说呢，功能是挺多的，但我们可能只用到20%，有点浪费。
RAW086,问卷,加载速度需要优化。其实功能设计得还不错，就是太不稳定了，如果能把稳定性搞上去，我们还是愿意继续用的。
RAW087,老板转述,陈总问，我们采购的这套内部系统，ROI到底怎么样？能不能出个报告？
RAW088,客服工单,报表导出来格式全乱了，没法看！
RAW089,微信群,AI生成的东西，初稿看看可以，细节不能用，还得人工大改。
RAW090,销售转述,客户G对我们的数据处理速度很满意，这是为数不多的好评。
RAW091,客服工单,激活后，新功能入口到底在哪啊？说明文档写的是啥？
RAW092,用户访谈,降本？我觉得我们部门用了你们系统，倒是省了点人力，但软件账单涨了，总体没省。
RAW093,微信群,@所有人 最近系统稳定吗？我们正准备把核心数据迁上来，有点慌。
RAW094,问卷,希望增加深色模式。
RAW095,客服工单,你们这个产品体验，一言难尽。
RAW096,老板转述,王总抱怨，给各部门申请账号太麻烦，流程能不能简化？建议你们去看看竞品是怎么做的，特别是那个XX公司，人家的报表导出功能做得又快又准，差距太大了，我们真的需要提速。
RAW097,销售转述,客户H说，他们门店的销售转化数据，希望能和我们电商数据打通看。
RAW098,微信群,导出格式乱这个问题反馈好多次了，到底什么时候修？
RAW099,App评论,新版UI不错，更直观了。
RAW100,客服工单,太慢了。
RAW101,用户访谈,你们AI功能宣传的很好，但实际用起来，和宣传的差距有点大啊。
RAW102,客户成功,客户I的续费意向明确，但强烈要求我们把数据迁移费用免掉。
RAW103,问卷,很好，没什么建议。
RAW104,微信群,妈呀，刚才系统又挂了半小时，急死我了。
RAW105,销售转述,客户觉得我们BI工具的价格，和它提供的数据处理能力不匹配。
RAW106,客服工单,价格高，功能还少，这钱花得不值。
RAW107,运营记录,客服端接到多起咨询，关于如何利用系统提升电商页面转化率。
RAW108,用户访谈,系统是挺复杂的，但用熟了之后，确实能帮我们管好很多数据，降低一些沟通成本。
RAW109,老板转述,刘经理建议，能不能在系统里增加一个跨项目的成本对比分析功能？
RAW110,微信群,这续费价格，年年涨，吃不消啊。
RAW111,客服工单,你们的人工客服，永远打不通。
RAW112,销售转述,客户反馈说，产品上手引导做得不好，自己摸索太费时间。
RAW113,问卷,建议优化搜索功能，结果不准确。
RAW114,App评论,可以的，日常够用。
RAW115,客户成功,客户J账户激活失败，提示手机号已被注册，但客户说这是新号。
RAW116,微信群,请问这个“智能分析”按钮点了没反应是怎么回事？
RAW117,客服工单,数据看板加载不出来，一片白。
RAW118,用户访谈,你们这个续费提醒，太频繁了，还没到期就天天弹，有点烦人。
RAW119,销售转述,客户K觉得，如果我们能把API接口文档写得再清晰一点，他们会考虑深度集成。
RAW120,问卷,超预期，很好用。
RAW121,App评论,加载好慢啊
RAW122,销售转述,客户觉得价格太高
RAW123,客服工单,导出格式乱了
RAW124,客服工单,续费提醒短信发了三遍，客户觉得被打扰了
DUP-1,客服工单,销售说，客户觉得界面太复杂了，找不到想要的数据，希望能简化一下。
DUP-2,微信群,那个导出报表的功能，导出来数字和图表对不上，数据全乱了。
DUP-3,用户访谈,我们希望能增加自定义仪表盘的功能，现在的模板太固定了，不适合我们业务。
RAW125,问卷,一般般，没什么特别的感觉。
RAW126,问卷,价格太高了，性价比低。
RAW127,问卷,还行，就是有点贵。
