feedback_id,source,user_role,product_area,feedback_text,created_at
FB00055,sales,财务经理,BI报表,"权限配置太复杂，新来的同事25天都搞不定",2026-06-02
FB00056,sales,财务经理,API接口,"移动端看板显示不全，iPhone上排版错乱",2026-06-22
FB00057,in-app,HR主管,通知系统,"API 返回的数据格式和文档不一致",2026-06-12
FB00058,community,产品经理,仪表盘,"搜索功能经常搜不到想要的结果",2026-06-05
FB00059,appstore,销售经理,导出功能,"仪表盘的图表类型太少了，缺少漏斗图",2026-06-24
FB00060,support,市场总监,权限配置,"通知太多太频繁，希望能自定义规则",2026-06-10
FB00061,community,数据分析师,用户管理,"报表刷新后数据没有更新，需要手动清理缓存",2026-06-15
FB00062,in-app,产品经理,API接口,"用户分群的条件设置不够灵活",2026-05-31
FB00063,support,运营负责人,用户管理,"漏斗分析的转化率计算好像有问题",2026-06-03
FB00064,survey,客户成功,移动端,"自定义指标的公式编辑器不好用",2026-05-31
FB00065,in-app,数据分析师,移动端,"数据导入的时候没有错误提示，导入完了才发现少数据",2026-06-04
FB00066,sales,运营负责人,通知系统,"希望能支持定时发送报表到邮箱",2026-06-09
FB00067,sales,技术负责人,仪表盘,"多语言支持不够完善，英文界面有翻译错误",2026-06-19
FB00068,sales,运营负责人,搜索功能,"数据权限设置太粗，不能按部门隔离",2026-06-16
FB00069,in-app,运营负责人,移动端,"报表模板太少，每次都得从头做",2026-06-21
FB00070,interview,HR主管,API接口,"实时数据更新延迟太高，5分钟才刷新一次",2026-06-14
FB00071,in-app,运营负责人,用户管理,"客户反馈渠道分散，汇总太麻烦",2026-06-25
FB00072,in-app,市场总监,用户管理,"竞品分析模块数据来源不够权威",2026-06-16
FB00073,appstore,数据分析师,导出功能,"NPS 评分趋势图时间范围选择不灵活",2026-06-04
FB00074,in-app,销售经理,权限配置,"客户画像标签体系不够完善",2026-06-18
FB00075,interview,产品经理,通知系统,"工单分配逻辑不透明，经常分配错人",2026-06-11
FB00076,appstore,数据分析师,用户管理,"SLA 超时预警不及时",2026-06-27
FB00077,in-app,HR主管,BI报表,"知识库搜索结果排序不合理",2026-06-09
FB00078,interview,技术负责人,用户管理,"客户生命周期阶段定义不够清晰",2026-06-03
FB00079,in-app,HR主管,通知系统,"自动化工作流配置门槛太高",2026-06-23
FB00080,sales,财务经理,用户管理,"报表分享链接过期时间太短",2026-06-16
FB00081,community,市场总监,导出功能,"数据看板不能嵌入到我们自己的系统里",2026-06-18
FB00082,survey,财务经理,BI报表,"A/B 测试结果分析维度不够",2026-06-24
FB00083,support,运营负责人,移动端,"用户行为路径分析太粗糙",2026-06-04
FB00084,in-app,销售经理,权限配置,"留存分析的同期群定义不直观",2026-06-02
FB00085,interview,运营负责人,通知系统,"漏斗步骤之间的时间窗口设置有限制",2026-06-15
FB00086,interview,客户成功,移动端,"自定义事件追踪配置太麻烦",2026-06-20
FB00087,appstore,财务经理,移动端,"热力图数据不够精确",2026-06-20
FB00088,sales,市场总监,移动端,"会话回放加载太慢",2026-06-19
FB00089,appstore,财务经理,仪表盘,"用户反馈情感分析准确率不高",2026-06-21
FB00090,sales,市场总监,导出功能,"标签管理没有批量操作",2026-06-12
FB00091,community,技术负责人,权限配置,"数据导出格式有限，缺少 Parquet",2026-06-04
FB00092,sales,技术负责人,数据分析,"Webhook 配置没有测试功能",2026-06-06
FB00093,survey,HR主管,仪表盘,"集成第三方工具的文档不完整",2026-06-12
FB00094,in-app,财务经理,BI报表,"Dashboard 权限继承关系不清晰",2026-06-27
FB00095,in-app,客户成功,移动端,"报表订阅管理入口太深",2026-06-23
FB00096,in-app,HR主管,BI报表,"数据字典维护成本高",2026-06-24
FB00097,interview,CEO,权限配置,"告警规则配置没有模板",2026-06-19
FB00098,community,技术负责人,导出功能,"API 调用频率限制文档不清楚",2026-06-13
FB00099,in-app,数据分析师,移动端,"数据回溯能力不足，只能看27天内的",2026-05-31
FB00100,in-app,销售经理,导出功能,"客户分层模型不够灵活，不能自定义维度",2026-06-08
FB00101,survey,产品经理,BI报表,"续费看板金额和明细对不上，差了大概19万",2026-06-15
FB00102,interview,市场总监,通知系统,"导出的字段顺序每次都不固定，能不能固定下来",2026-06-23
FB00103,sales,运营负责人,仪表盘,"希望能导出 PDF 格式的报告，客户需要正式文档",2026-06-14
FB00104,support,财务经理,移动端,"数据分析页面加载太慢了，14秒都打不开",2026-06-08
FB00105,community,市场总监,通知系统,"权限配置太复杂，新来的同事11天都搞不定",2026-06-26
FB00106,community,技术负责人,用户管理,"移动端看板显示不全，iPhone上排版错乱",2026-06-04
FB00107,in-app,客户成功,移动端,"API 返回的数据格式和文档不一致",2026-06-21
FB00108,interview,HR主管,BI报表,"搜索功能经常搜不到想要的结果",2026-06-20
FB00109,community,市场总监,通知系统,"仪表盘的图表类型太少了，缺少漏斗图",2026-06-23
FB00110,in-app,技术负责人,通知系统,"通知太多太频繁，希望能自定义规则",2026-05-31
FB00111,survey,财务经理,仪表盘,"报表刷新后数据没有更新，需要手动清理缓存",2026-06-03
FB00112,sales,数据分析师,权限配置,"用户分群的条件设置不够灵活",2026-06-18
FB00113,support,数据分析师,搜索功能,"漏斗分析的转化率计算好像有问题",2026-05-31
FB00114,survey,销售经理,搜索功能,"自定义指标的公式编辑器不好用",2026-06-12
FB00115,survey,CEO,API接口,"数据导入的时候没有错误提示，导入完了才发现少数据",2026-06-01
FB00116,community,数据分析师,BI报表,"希望能支持定时发送报表到邮箱",2026-06-20
FB00117,support,运营负责人,移动端,"多语言支持不够完善，英文界面有翻译错误",2026-06-08
FB00118,survey,产品经理,数据分析,"数据权限设置太粗，不能按部门隔离",2026-06-23
FB00119,sales,技术负责人,权限配置,"报表模板太少，每次都得从头做",2026-05-31
FB00120,support,市场总监,搜索功能,"实时数据更新延迟太高，22分钟才刷新一次",2026-06-01
FB00121,survey,市场总监,用户管理,"客户反馈渠道分散，汇总太麻烦",2026-05-31
FB00122,interview,财务经理,API接口,"竞品分析模块数据来源不够权威",2026-06-17
FB00123,community,数据分析师,数据分析,"NPS 评分趋势图时间范围选择不灵活",2026-06-24
FB00124,survey,CEO,通知系统,"客户画像标签体系不够完善",2026-06-02
FB00125,survey,客户成功,通知系统,"工单分配逻辑不透明，经常分配错人",2026-06-25
FB00126,survey,销售经理,仪表盘,"SLA 超时预警不及时",2026-06-21
FB00127,support,CEO,搜索功能,"知识库搜索结果排序不合理",2026-06-09
FB00128,support,产品经理,权限配置,"客户生命周期阶段定义不够清晰",2026-06-21
FB00129,interview,产品经理,API接口,"自动化工作流配置门槛太高",2026-06-09
FB00130,interview,CEO,权限配置,"报表分享链接过期时间太短",2026-06-05
FB00131,sales,CEO,数据分析,"数据看板不能嵌入到我们自己的系统里",2026-06-10
FB00132,support,数据分析师,数据分析,"A/B 测试结果分析维度不够",2026-06-27
FB00133,interview,HR主管,API接口,"用户行为路径分析太粗糙",2026-06-25
FB00134,interview,HR主管,仪表盘,"留存分析的同期群定义不直观",2026-06-09
FB00135,sales,运营负责人,用户管理,"漏斗步骤之间的时间窗口设置有限制",2026-06-26
FB00136,appstore,产品经理,通知系统,"自定义事件追踪配置太麻烦",2026-06-12
FB00137,community,财务经理,导出功能,"热力图数据不够精确",2026-06-15
FB00138,community,CEO,数据分析,"会话回放加载太慢",2026-06-26
FB00139,survey,CEO,数据分析,"用户反馈情感分析准确率不高",2026-06-22
FB00140,support,运营负责人,权限配置,"标签管理没有批量操作",2026-06-04
FB00141,in-app,市场总监,通知系统,"数据导出格式有限，缺少 Parquet",2026-06-25
FB00142,survey,数据分析师,用户管理,"Webhook 配置没有测试功能",2026-06-06
FB00143,appstore,HR主管,导出功能,"集成第三方工具的文档不完整",2026-06-23
FB00144,in-app,数据分析师,通知系统,"Dashboard 权限继承关系不清晰",2026-06-05
FB00145,in-app,HR主管,数据分析,"报表订阅管理入口太深",2026-06-08
FB00146,survey,HR主管,BI报表,"数据字典维护成本高",2026-06-13
FB00147,interview,产品经理,数据分析,"告警规则配置没有模板",2026-06-12
FB00148,sales,HR主管,用户管理,"API 调用频率限制文档不清楚",2026-06-10
FB00149,community,客户成功,API接口,"数据回溯能力不足，只能看13天内的",2026-06-05
FB00150,sales,销售经理,权限配置,"客户分层模型不够灵活，不能自定义维度",2026-06-26
FB00151,interview,数据分析师,API接口,"续费看板金额和明细对不上，差了大概12万",2026-06-04
FB00152,interview,数据分析师,通知系统,"导出的字段顺序每次都不固定，能不能固定下来",2026-06-07
FB00153,appstore,运营负责人,仪表盘,"希望能导出 PDF 格式的报告，客户需要正式文档",2026-06-10
FB00154,interview,运营负责人,API接口,"数据分析页面加载太慢了，11秒都打不开",2026-06-08
FB00155,support,财务经理,BI报表,"权限配置太复杂，新来的同事7天都搞不定",2026-05-31
FB00156,community,数据分析师,移动端,"移动端看板显示不全，iPhone上排版错乱",2026-06-26
FB00157,survey,数据分析师,搜索功能,"API 返回的数据格式和文档不一致",2026-06-12
FB00158,community,财务经理,权限配置,"搜索功能经常搜不到想要的结果",2026-06-09
FB00159,community,市场总监,导出功能,"仪表盘的图表类型太少了，缺少漏斗图",2026-06-13
FB00160,in-app,CEO,BI报表,"通知太多太频繁，希望能自定义规则",2026-06-14
FB00161,sales,技术负责人,通知系统,"报表刷新后数据没有更新，需要手动清理缓存",2026-06-12
FB00162,appstore,财务经理,移动端,"用户分群的条件设置不够灵活",2026-06-16
FB00163,community,运营负责人,导出功能,"漏斗分析的转化率计算好像有问题",2026-06-14
FB00164,sales,运营负责人,移动端,"自定义指标的公式编辑器不好用",2026-06-14
FB00165,interview,HR主管,API接口,"数据导入的时候没有错误提示，导入完了才发现少数据",2026-06-02
FB00166,appstore,销售经理,导出功能,"希望能支持定时发送报表到邮箱",2026-06-21
FB00167,survey,运营负责人,搜索功能,"多语言支持不够完善，英文界面有翻译错误",2026-06-26
FB00168,appstore,技术负责人,数据分析,"数据权限设置太粗，不能按部门隔离",2026-06-15
FB00169,sales,销售经理,API接口,"报表模板太少，每次都得从头做",2026-06-10
FB00170,in-app,技术负责人,仪表盘,"实时数据更新延迟太高，12分钟才刷新一次",2026-06-07
FB00171,appstore,销售经理,权限配置,"客户反馈渠道分散，汇总太麻烦",2026-06-20
FB00172,support,产品经理,仪表盘,"竞品分析模块数据来源不够权威",2026-06-08
FB00173,interview,技术负责人,搜索功能,"NPS 评分趋势图时间范围选择不灵活",2026-06-19
FB00174,interview,财务经理,导出功能,"客户画像标签体系不够完善",2026-06-10
FB00175,in-app,数据分析师,BI报表,"工单分配逻辑不透明，经常分配错人",2026-06-16
FB00176,interview,产品经理,权限配置,"SLA 超时预警不及时",2026-06-24
FB00177,appstore,客户成功,BI报表,"知识库搜索结果排序不合理",2026-06-14
FB00178,in-app,财务经理,BI报表,"客户生命周期阶段定义不够清晰",2026-06-20
FB00179,interview,HR主管,移动端,"自动化工作流配置门槛太高",2026-06-24
FB00180,interview,财务经理,移动端,"报表分享链接过期时间太短",2026-06-18
FB00181,community,数据分析师,用户管理,"数据看板不能嵌入到我们自己的系统里",2026-06-13
FB00182,interview,技术负责人,权限配置,"A/B 测试结果分析维度不够",2026-06-20
FB00183,support,产品经理,用户管理,"用户行为路径分析太粗糙",2026-06-04
FB00184,interview,HR主管,权限配置,"留存分析的同期群定义不直观",2026-06-02
FB00185,support,HR主管,权限配置,"漏斗步骤之间的时间窗口设置有限制",2026-06-23
FB00186,survey,财务经理,导出功能,"自定义事件追踪配置太麻烦",2026-06-06
FB00187,sales,销售经理,权限配置,"热力图数据不够精确",2026-06-22
FB00188,appstore,产品经理,BI报表,"会话回放加载太慢",2026-06-16
FB00189,sales,市场总监,仪表盘,"用户反馈情感分析准确率不高",2026-06-14
FB00190,in-app,CEO,BI报表,"标签管理没有批量操作",2026-06-22
FB00191,survey,HR主管,BI报表,"数据导出格式有限，缺少 Parquet",2026-06-14
FB00192,support,客户成功,权限配置,"Webhook 配置没有测试功能",2026-06-13
FB00193,appstore,产品经理,搜索功能,"集成第三方工具的文档不完整",2026-05-31
FB00194,in-app,产品经理,数据分析,"Dashboard 权限继承关系不清晰",2026-06-13
FB00195,sales,销售经理,权限配置,"报表订阅管理入口太深",2026-06-24
FB00196,sales,技术负责人,通知系统,"数据字典维护成本高",2026-06-12
FB00197,sales,产品经理,移动端,"告警规则配置没有模板",2026-06-12
FB00198,support,CEO,API接口,"API 调用频率限制文档不清楚",2026-06-22
FB00199,interview,客户成功,API接口,"数据回溯能力不足，只能看25天内的",2026-06-16
FB00200,interview,数据分析师,导出功能,"客户分层模型不够灵活，不能自定义维度",2026-06-05
FB00201,in-app,运营负责人,仪表盘,"续费看板金额和明细对不上，差了大概26万",2026-06-21
FB00202,community,销售经理,API接口,"导出的字段顺序每次都不固定，能不能固定下来",2026-06-05
FB00203,appstore,HR主管,搜索功能,"希望能导出 PDF 格式的报告，客户需要正式文档",2026-06-27
FB00204,appstore,技术负责人,API接口,"数据分析页面加载太慢了，17秒都打不开",2026-06-10
FB00205,in-app,客户成功,仪表盘,"权限配置太复杂，新来的同事21天都搞不定",2026-06-22
FB00206,survey,市场总监,仪表盘,"移动端看板显示不全，iPhone上排版错乱",2026-06-19
FB00207,support,产品经理,搜索功能,"API 返回的数据格式和文档不一致",2026-06-08
FB00208,survey,产品经理,仪表盘,"搜索功能经常搜不到想要的结果",2026-06-04
FB00209,community,运营负责人,移动端,"仪表盘的图表类型太少了，缺少漏斗图",2026-06-04
FB00210,interview,数据分析师,权限配置,"通知太多太频繁，希望能自定义规则",2026-06-06
FB00211,support,CEO,权限配置,"报表刷新后数据没有更新，需要手动清理缓存",2026-06-16
FB00212,community,销售经理,API接口,"用户分群的条件设置不够灵活",2026-06-05
FB00213,sales,市场总监,移动端,"漏斗分析的转化率计算好像有问题",2026-06-14
FB00214,in-app,市场总监,移动端,"自定义指标的公式编辑器不好用",2026-06-05
FB00215,community,技术负责人,移动端,"数据导入的时候没有错误提示，导入完了才发现少数据",2026-06-04
FB00216,sales,客户成功,通知系统,"希望能支持定时发送报表到邮箱",2026-06-07
FB00217,survey,CEO,API接口,"多语言支持不够完善，英文界面有翻译错误",2026-06-14
FB00218,community,客户成功,BI报表,"数据权限设置太粗，不能按部门隔离",2026-06-23
FB00219,in-app,销售经理,导出功能,"报表模板太少，每次都得从头做",2026-06-11
FB00220,in-app,客户成功,用户管理,"实时数据更新延迟太高，8分钟才刷新一次",2026-06-04
FB00221,sales,CEO,数据分析,"客户反馈渠道分散，汇总太麻烦",2026-06-27
FB00222,sales,CEO,通知系统,"竞品分析模块数据来源不够权威",2026-05-31
FB00223,sales,客户成功,导出功能,"NPS 评分趋势图时间范围选择不灵活",2026-06-17
FB00224,appstore,运营负责人,权限配置,"客户画像标签体系不够完善",2026-06-12
FB00225,support,销售经理,BI报表,"工单分配逻辑不透明，经常分配错人",2026-06-06
FB00226,survey,市场总监,搜索功能,"SLA 超时预警不及时",2026-06-15
FB00227,support,运营负责人,API接口,"知识库搜索结果排序不合理",2026-06-06
FB00228,appstore,CEO,导出功能,"客户生命周期阶段定义不够清晰",2026-06-19
FB00229,appstore,财务经理,用户管理,"自动化工作流配置门槛太高",2026-06-14
FB00230,in-app,产品经理,API接口,"报表分享链接过期时间太短",2026-06-09
FB00231,interview,技术负责人,API接口,"数据看板不能嵌入到我们自己的系统里",2026-06-14
FB00232,sales,CEO,权限配置,"A/B 测试结果分析维度不够",2026-06-24
FB00233,community,CEO,移动端,"用户行为路径分析太粗糙",2026-06-26
FB00234,community,技术负责人,权限配置,"留存分析的同期群定义不直观",2026-06-20
FB00235,in-app,客户成功,仪表盘,"漏斗步骤之间的时间窗口设置有限制",2026-06-07
FB00236,community,数据分析师,移动端,"自定义事件追踪配置太麻烦",2026-06-06
FB00237,community,技术负责人,BI报表,"热力图数据不够精确",2026-06-15
FB00238,in-app,技术负责人,权限配置,"会话回放加载太慢",2026-06-13
FB00239,appstore,产品经理,通知系统,"用户反馈情感分析准确率不高",2026-05-31
FB00240,appstore,销售经理,导出功能,"标签管理没有批量操作",2026-06-26
FB00241,appstore,CEO,API接口,"数据导出格式有限，缺少 Parquet",2026-06-20
FB00242,sales,市场总监,搜索功能,"Webhook 配置没有测试功能",2026-06-06
FB00243,appstore,数据分析师,通知系统,"集成第三方工具的文档不完整",2026-06-12
FB00244,interview,CEO,用户管理,"Dashboard 权限继承关系不清晰",2026-06-27
FB00245,sales,CEO,仪表盘,"报表订阅管理入口太深",2026-06-14
FB00246,in-app,运营负责人,导出功能,"数据字典维护成本高",2026-06-26
FB00247,in-app,财务经理,仪表盘,"告警规则配置没有模板",2026-06-25
FB00248,community,产品经理,搜索功能,"API 调用频率限制文档不清楚",2026-06-21
FB00249,survey,技术负责人,通知系统,"数据回溯能力不足，只能看4天内的",2026-06-13
FB00250,in-app,客户成功,数据分析,"客户分层模型不够灵活，不能自定义维度",2026-06-24
FB00251,survey,运营负责人,数据分析,"续费看板金额和明细对不上，差了大概2万",2026-06-22
FB00252,in-app,市场总监,API接口,"导出的字段顺序每次都不固定，能不能固定下来",2026-06-15
FB00253,survey,财务经理,数据分析,"希望能导出 PDF 格式的报告，客户需要正式文档",2026-06-04
FB00254,sales,技术负责人,API接口,"数据分析页面加载太慢了，8秒都打不开",2026-06-07
FB00255,survey,财务经理,通知系统,"权限配置太复杂，新来的同事6天都搞不定",2026-06-24
FB00256,interview,市场总监,BI报表,"移动端看板显示不全，iPhone上排版错乱",2026-06-15
FB00257,appstore,销售经理,数据分析,"API 返回的数据格式和文档不一致",2026-06-21
FB00258,support,产品经理,搜索功能,"搜索功能经常搜不到想要的结果",2026-06-01
FB00259,interview,产品经理,移动端,"仪表盘的图表类型太少了，缺少漏斗图",2026-06-07
FB00260,community,数据分析师,通知系统,"通知太多太频繁，希望能自定义规则",2026-06-15
FB00261,survey,CEO,仪表盘,"报表刷新后数据没有更新，需要手动清理缓存",2026-06-07
FB00262,in-app,市场总监,权限配置,"用户分群的条件设置不够灵活",2026-06-14
FB00263,appstore,CEO,API接口,"漏斗分析的转化率计算好像有问题",2026-06-12
FB00264,community,销售经理,API接口,"自定义指标的公式编辑器不好用",2026-06-17
FB00265,sales,技术负责人,通知系统,"数据导入的时候没有错误提示，导入完了才发现少数据",2026-06-09
FB00266,survey,客户成功,权限配置,"希望能支持定时发送报表到邮箱",2026-06-11
FB00267,in-app,市场总监,BI报表,"多语言支持不够完善，英文界面有翻译错误",2026-06-19
FB00268,in-app,销售经理,用户管理,"数据权限设置太粗，不能按部门隔离",2026-06-23
FB00269,in-app,产品经理,仪表盘,"报表模板太少，每次都得从头做",2026-06-20
FB00270,interview,CEO,搜索功能,"实时数据更新延迟太高，4分钟才刷新一次",2026-05-31
FB00271,support,HR主管,仪表盘,"客户反馈渠道分散，汇总太麻烦",2026-06-04
FB00272,sales,产品经理,权限配置,"竞品分析模块数据来源不够权威",2026-06-08
FB00273,survey,HR主管,BI报表,"NPS 评分趋势图时间范围选择不灵活",2026-06-24
FB00274,community,财务经理,权限配置,"客户画像标签体系不够完善",2026-06-26
FB00275,sales,运营负责人,用户管理,"工单分配逻辑不透明，经常分配错人",2026-06-26
FB00276,interview,市场总监,通知系统,"SLA 超时预警不及时",2026-06-13
FB00277,community,CEO,API接口,"知识库搜索结果排序不合理",2026-06-01
FB00278,survey,运营负责人,用户管理,"客户生命周期阶段定义不够清晰",2026-06-05
FB00279,in-app,市场总监,移动端,"自动化工作流配置门槛太高",2026-06-26
FB00280,appstore,数据分析师,API接口,"报表分享链接过期时间太短",2026-06-18
FB00281,support,运营负责人,用户管理,"数据看板不能嵌入到我们自己的系统里",2026-06-13
FB00282,appstore,数据分析师,数据分析,"A/B 测试结果分析维度不够",2026-06-15
FB00283,support,HR主管,仪表盘,"用户行为路径分析太粗糙",2026-06-08
FB00284,community,数据分析师,仪表盘,"留存分析的同期群定义不直观",2026-06-08
FB00285,survey,产品经理,BI报表,"漏斗步骤之间的时间窗口设置有限制",2026-06-11
FB00286,sales,销售经理,权限配置,"自定义事件追踪配置太麻烦",2026-06-10
FB00287,appstore,财务经理,导出功能,"热力图数据不够精确",2026-06-11
FB00288,appstore,CEO,数据分析,"会话回放加载太慢",2026-06-19
FB00289,sales,运营负责人,数据分析,"用户反馈情感分析准确率不高",2026-06-24
FB00290,survey,CEO,API接口,"标签管理没有批量操作",2026-06-06
FB00291,interview,销售经理,数据分析,"数据导出格式有限，缺少 Parquet",2026-06-12
FB00292,interview,CEO,导出功能,"Webhook 配置没有测试功能",2026-06-06
FB00293,in-app,数据分析师,仪表盘,"集成第三方工具的文档不完整",2026-06-10
FB00294,survey,技术负责人,权限配置,"Dashboard 权限继承关系不清晰",2026-06-17
FB00295,community,产品经理,API接口,"报表订阅管理入口太深",2026-06-13
FB00296,community,产品经理,权限配置,"数据字典维护成本高",2026-06-21
FB00297,community,HR主管,仪表盘,"告警规则配置没有模板",2026-06-18
FB00298,interview,CEO,权限配置,"API 调用频率限制文档不清楚",2026-06-26
FB00299,appstore,产品经理,用户管理,"数据回溯能力不足，只能看19天内的",2026-06-15
FB00300,community,HR主管,权限配置,"客户分层模型不够灵活，不能自定义维度",2026-06-03
FB00301,in-app,市场总监,用户管理,"续费看板金额和明细对不上，差了大概19万",2026-06-02
FB00302,survey,客户成功,权限配置,"导出的字段顺序每次都不固定，能不能固定下来",2026-06-19
FB00303,appstore,数据分析师,数据分析,"希望能导出 PDF 格式的报告，客户需要正式文档",2026-06-06
FB00304,appstore,客户成功,数据分析,"数据分析页面加载太慢了，19秒都打不开",2026-06-13
FB00305,interview,财务经理,移动端,"权限配置太复杂，新来的同事19天都搞不定",2026-06-26
FB00306,in-app,财务经理,用户管理,"移动端看板显示不全，iPhone上排版错乱",2026-06-09
FB00307,sales,销售经理,导出功能,"API 返回的数据格式和文档不一致",2026-06-18
FB00308,sales,数据分析师,搜索功能,"搜索功能经常搜不到想要的结果",2026-06-06
FB00309,community,销售经理,权限配置,"仪表盘的图表类型太少了，缺少漏斗图",2026-06-07
FB00310,in-app,产品经理,API接口,"通知太多太频繁，希望能自定义规则",2026-06-25
FB00311,in-app,数据分析师,BI报表,"报表刷新后数据没有更新，需要手动清理缓存",2026-06-07
FB00312,community,运营负责人,BI报表,"用户分群的条件设置不够灵活",2026-06-09
FB00313,support,数据分析师,搜索功能,"漏斗分析的转化率计算好像有问题",2026-06-10
FB00314,community,财务经理,用户管理,"自定义指标的公式编辑器不好用",2026-06-20
FB00315,appstore,市场总监,移动端,"数据导入的时候没有错误提示，导入完了才发现少数据",2026-06-09
FB00316,survey,财务经理,通知系统,"希望能支持定时发送报表到邮箱",2026-06-14
FB00317,community,市场总监,通知系统,"多语言支持不够完善，英文界面有翻译错误",2026-06-23
FB00318,appstore,产品经理,API接口,"数据权限设置太粗，不能按部门隔离",2026-06-04
FB00319,survey,运营负责人,移动端,"报表模板太少，每次都得从头做",2026-06-06
FB00320,in-app,HR主管,仪表盘,"实时数据更新延迟太高，3分钟才刷新一次",2026-06-06
