feedback_id,source,user_role,product_area,feedback_text,created_at
FB00152,sales,财务经理,BI报表,"导出的字段顺序每次都不固定，能不能固定下来",2026-06-27
FB00153,sales,HR主管,搜索功能,"希望能导出 PDF 格式的报告，客户需要正式文档",2026-06-10
FB00154,appstore,数据分析师,搜索功能,"数据分析页面加载太慢了，9秒都打不开",2026-06-27
FB00155,appstore,CEO,通知系统,"权限配置太复杂，新来的同事27天都搞不定",2026-06-01
FB00156,community,客户成功,移动端,"移动端看板显示不全，iPhone上排版错乱",2026-06-05
FB00157,in-app,产品经理,权限配置,"API 返回的数据格式和文档不一致",2026-06-05
FB00158,community,市场总监,用户管理,"搜索功能经常搜不到想要的结果",2026-06-03
FB00159,survey,销售经理,权限配置,"仪表盘的图表类型太少了，缺少漏斗图",2026-06-03
FB00160,interview,客户成功,用户管理,"通知太多太频繁，希望能自定义规则",2026-06-16
FB00161,appstore,HR主管,API接口,"报表刷新后数据没有更新，需要手动清理缓存",2026-06-27
FB00162,in-app,销售经理,API接口,"用户分群的条件设置不够灵活",2026-06-04
FB00163,interview,销售经理,搜索功能,"漏斗分析的转化率计算好像有问题",2026-06-10
FB00164,in-app,客户成功,数据分析,"自定义指标的公式编辑器不好用",2026-06-25
FB00165,in-app,市场总监,数据分析,"数据导入的时候没有错误提示，导入完了才发现少数据",2026-06-17
FB00166,community,数据分析师,导出功能,"希望能支持定时发送报表到邮箱",2026-06-22
FB00167,sales,财务经理,通知系统,"多语言支持不够完善，英文界面有翻译错误",2026-06-22
FB00168,support,市场总监,移动端,"数据权限设置太粗，不能按部门隔离",2026-06-17
FB00169,appstore,数据分析师,BI报表,"报表模板太少，每次都得从头做",2026-06-15
FB00170,appstore,技术负责人,API接口,"实时数据更新延迟太高，11分钟才刷新一次",2026-06-11
FB00171,in-app,运营负责人,用户管理,"客户反馈渠道分散，汇总太麻烦",2026-06-20
FB00172,community,财务经理,导出功能,"竞品分析模块数据来源不够权威",2026-06-22
FB00173,survey,数据分析师,BI报表,"NPS 评分趋势图时间范围选择不灵活",2026-06-05
FB00174,community,HR主管,API接口,"客户画像标签体系不够完善",2026-06-11
FB00175,support,市场总监,API接口,"工单分配逻辑不透明，经常分配错人",2026-06-01
FB00176,interview,销售经理,BI报表,"SLA 超时预警不及时",2026-06-16
FB00177,community,运营负责人,API接口,"知识库搜索结果排序不合理",2026-06-04
FB00178,support,运营负责人,通知系统,"客户生命周期阶段定义不够清晰",2026-06-01
FB00179,community,运营负责人,导出功能,"自动化工作流配置门槛太高",2026-06-06
FB00180,community,CEO,BI报表,"报表分享链接过期时间太短",2026-06-15
FB00181,appstore,HR主管,API接口,"数据看板不能嵌入到我们自己的系统里",2026-06-05
FB00182,survey,技术负责人,BI报表,"A/B 测试结果分析维度不够",2026-06-02
FB00183,support,数据分析师,仪表盘,"用户行为路径分析太粗糙",2026-06-22
FB00184,appstore,CEO,BI报表,"留存分析的同期群定义不直观",2026-06-27
FB00185,in-app,运营负责人,通知系统,"漏斗步骤之间的时间窗口设置有限制",2026-06-16
FB00186,appstore,销售经理,导出功能,"自定义事件追踪配置太麻烦",2026-05-31
FB00187,sales,客户成功,移动端,"热力图数据不够精确",2026-06-08
FB00188,interview,产品经理,BI报表,"会话回放加载太慢",2026-06-12
FB00189,interview,数据分析师,搜索功能,"用户反馈情感分析准确率不高",2026-05-31
FB00190,interview,运营负责人,数据分析,"标签管理没有批量操作",2026-06-18
FB00191,community,运营负责人,移动端,"数据导出格式有限，缺少 Parquet",2026-06-19
FB00192,community,数据分析师,通知系统,"Webhook 配置没有测试功能",2026-06-26
FB00193,survey,市场总监,用户管理,"集成第三方工具的文档不完整",2026-06-11
FB00194,support,客户成功,通知系统,"Dashboard 权限继承关系不清晰",2026-06-08
FB00195,survey,财务经理,用户管理,"报表订阅管理入口太深",2026-06-21
FB00196,community,运营负责人,导出功能,"数据字典维护成本高",2026-06-10
FB00197,survey,CEO,导出功能,"告警规则配置没有模板",2026-06-05
FB00198,appstore,财务经理,搜索功能,"API 调用频率限制文档不清楚",2026-06-09
FB00199,survey,销售经理,API接口,"数据回溯能力不足，只能看18天内的",2026-06-10
FB00200,sales,运营负责人,API接口,"客户分层模型不够灵活，不能自定义维度",2026-06-02
FB00201,interview,数据分析师,BI报表,"续费看板金额和明细对不上，差了大概22万",2026-06-09
FB00202,support,运营负责人,搜索功能,"导出的字段顺序每次都不固定，能不能固定下来",2026-06-27
FB00203,community,客户成功,移动端,"希望能导出 PDF 格式的报告，客户需要正式文档",2026-06-27
FB00204,interview,运营负责人,导出功能,"数据分析页面加载太慢了，7秒都打不开",2026-06-04
FB00205,in-app,数据分析师,仪表盘,"权限配置太复杂，新来的同事27天都搞不定",2026-06-15
FB00206,appstore,财务经理,用户管理,"移动端看板显示不全，iPhone上排版错乱",2026-06-16
FB00207,in-app,CEO,仪表盘,"API 返回的数据格式和文档不一致",2026-06-08
FB00208,sales,客户成功,仪表盘,"搜索功能经常搜不到想要的结果",2026-06-01
FB00209,survey,HR主管,搜索功能,"仪表盘的图表类型太少了，缺少漏斗图",2026-06-19
FB00210,in-app,HR主管,API接口,"通知太多太频繁，希望能自定义规则",2026-06-18
FB00211,support,运营负责人,搜索功能,"报表刷新后数据没有更新，需要手动清理缓存",2026-06-13
FB00212,in-app,HR主管,数据分析,"用户分群的条件设置不够灵活",2026-06-19
FB00213,appstore,CEO,数据分析,"漏斗分析的转化率计算好像有问题",2026-06-17
FB00214,in-app,CEO,权限配置,"自定义指标的公式编辑器不好用",2026-06-13
FB00215,community,销售经理,BI报表,"数据导入的时候没有错误提示，导入完了才发现少数据",2026-06-11
FB00216,in-app,运营负责人,搜索功能,"希望能支持定时发送报表到邮箱",2026-06-06
FB00217,sales,产品经理,API接口,"多语言支持不够完善，英文界面有翻译错误",2026-06-17
FB00218,sales,技术负责人,导出功能,"数据权限设置太粗，不能按部门隔离",2026-06-17
FB00219,community,市场总监,通知系统,"报表模板太少，每次都得从头做",2026-06-21
FB00220,appstore,数据分析师,用户管理,"实时数据更新延迟太高，7分钟才刷新一次",2026-06-12
FB00221,sales,数据分析师,权限配置,"客户反馈渠道分散，汇总太麻烦",2026-06-25
FB00222,appstore,技术负责人,用户管理,"竞品分析模块数据来源不够权威",2026-06-13
FB00223,survey,市场总监,导出功能,"NPS 评分趋势图时间范围选择不灵活",2026-06-03
FB00224,sales,财务经理,搜索功能,"客户画像标签体系不够完善",2026-06-06
FB00225,appstore,财务经理,权限配置,"工单分配逻辑不透明，经常分配错人",2026-06-21
FB00226,appstore,销售经理,用户管理,"SLA 超时预警不及时",2026-06-24
FB00227,community,产品经理,数据分析,"知识库搜索结果排序不合理",2026-06-01
FB00228,survey,HR主管,搜索功能,"客户生命周期阶段定义不够清晰",2026-06-14
FB00229,in-app,HR主管,API接口,"自动化工作流配置门槛太高",2026-06-21
FB00230,survey,CEO,移动端,"报表分享链接过期时间太短",2026-05-31
FB00231,appstore,CEO,用户管理,"数据看板不能嵌入到我们自己的系统里",2026-06-25
FB00232,sales,市场总监,仪表盘,"A/B 测试结果分析维度不够",2026-06-20
FB00233,appstore,数据分析师,导出功能,"用户行为路径分析太粗糙",2026-06-01
FB00234,survey,销售经理,用户管理,"留存分析的同期群定义不直观",2026-06-04
FB00235,community,销售经理,通知系统,"漏斗步骤之间的时间窗口设置有限制",2026-06-11
FB00236,in-app,CEO,权限配置,"自定义事件追踪配置太麻烦",2026-06-12
FB00237,sales,技术负责人,仪表盘,"热力图数据不够精确",2026-06-15
FB00238,interview,数据分析师,数据分析,"会话回放加载太慢",2026-06-05
FB00239,in-app,销售经理,搜索功能,"用户反馈情感分析准确率不高",2026-06-03
FB00240,community,技术负责人,API接口,"标签管理没有批量操作",2026-06-17
FB00241,support,技术负责人,导出功能,"数据导出格式有限，缺少 Parquet",2026-06-19
FB00242,interview,HR主管,移动端,"Webhook 配置没有测试功能",2026-06-05
FB00243,in-app,财务经理,通知系统,"集成第三方工具的文档不完整",2026-06-19
FB00244,sales,产品经理,搜索功能,"Dashboard 权限继承关系不清晰",2026-06-11
FB00245,in-app,销售经理,BI报表,"报表订阅管理入口太深",2026-06-04
FB00246,appstore,市场总监,BI报表,"数据字典维护成本高",2026-06-07
FB00247,sales,运营负责人,搜索功能,"告警规则配置没有模板",2026-06-15
FB00248,sales,产品经理,API接口,"API 调用频率限制文档不清楚",2026-06-07
FB00249,sales,财务经理,API接口,"数据回溯能力不足，只能看9天内的",2026-05-31
FB00250,appstore,HR主管,通知系统,"客户分层模型不够灵活，不能自定义维度",2026-06-04
FB00251,in-app,客户成功,BI报表,"续费看板金额和明细对不上，差了大概28万",2026-05-31
FB00252,appstore,运营负责人,API接口,"导出的字段顺序每次都不固定，能不能固定下来",2026-06-19
FB00253,community,产品经理,权限配置,"希望能导出 PDF 格式的报告，客户需要正式文档",2026-06-06
FB00254,interview,产品经理,BI报表,"数据分析页面加载太慢了，2秒都打不开",2026-06-01
FB00255,survey,数据分析师,导出功能,"权限配置太复杂，新来的同事6天都搞不定",2026-06-12
FB00256,survey,销售经理,数据分析,"移动端看板显示不全，iPhone上排版错乱",2026-06-13
FB00257,support,销售经理,搜索功能,"API 返回的数据格式和文档不一致",2026-06-14
FB00258,sales,数据分析师,搜索功能,"搜索功能经常搜不到想要的结果",2026-06-14
FB00259,support,销售经理,导出功能,"仪表盘的图表类型太少了，缺少漏斗图",2026-06-04
FB00260,survey,市场总监,用户管理,"通知太多太频繁，希望能自定义规则",2026-06-07
FB00261,in-app,技术负责人,搜索功能,"报表刷新后数据没有更新，需要手动清理缓存",2026-06-03
FB00262,interview,销售经理,API接口,"用户分群的条件设置不够灵活",2026-06-12
FB00263,community,数据分析师,用户管理,"漏斗分析的转化率计算好像有问题",2026-06-26
FB00264,appstore,客户成功,仪表盘,"自定义指标的公式编辑器不好用",2026-06-08
FB00265,appstore,技术负责人,搜索功能,"数据导入的时候没有错误提示，导入完了才发现少数据",2026-06-06
FB00266,support,运营负责人,权限配置,"希望能支持定时发送报表到邮箱",2026-06-06
FB00267,support,HR主管,权限配置,"多语言支持不够完善，英文界面有翻译错误",2026-06-20
FB00268,appstore,技术负责人,导出功能,"数据权限设置太粗，不能按部门隔离",2026-06-23
FB00269,survey,技术负责人,导出功能,"报表模板太少，每次都得从头做",2026-06-11
FB00270,appstore,技术负责人,BI报表,"实时数据更新延迟太高，16分钟才刷新一次",2026-06-10
FB00271,community,产品经理,导出功能,"客户反馈渠道分散，汇总太麻烦",2026-06-05
FB00272,appstore,HR主管,BI报表,"竞品分析模块数据来源不够权威",2026-06-12
FB00273,interview,CEO,导出功能,"NPS 评分趋势图时间范围选择不灵活",2026-06-01
FB00274,appstore,市场总监,API接口,"客户画像标签体系不够完善",2026-06-18
FB00275,sales,财务经理,仪表盘,"工单分配逻辑不透明，经常分配错人",2026-06-19
FB00276,community,客户成功,数据分析,"SLA 超时预警不及时",2026-06-11
FB00277,appstore,CEO,用户管理,"知识库搜索结果排序不合理",2026-06-02
FB00278,survey,产品经理,导出功能,"客户生命周期阶段定义不够清晰",2026-06-23
FB00279,interview,HR主管,权限配置,"自动化工作流配置门槛太高",2026-06-08
FB00280,interview,运营负责人,仪表盘,"报表分享链接过期时间太短",2026-06-14
FB00281,interview,技术负责人,导出功能,"数据看板不能嵌入到我们自己的系统里",2026-06-21
FB00282,support,市场总监,权限配置,"A/B 测试结果分析维度不够",2026-06-25
FB00283,support,财务经理,BI报表,"用户行为路径分析太粗糙",2026-06-19
FB00284,support,CEO,导出功能,"留存分析的同期群定义不直观",2026-06-11
FB00285,community,运营负责人,用户管理,"漏斗步骤之间的时间窗口设置有限制",2026-06-19
FB00286,interview,产品经理,权限配置,"自定义事件追踪配置太麻烦",2026-06-17
FB00287,interview,HR主管,通知系统,"热力图数据不够精确",2026-06-06
FB00288,sales,运营负责人,移动端,"会话回放加载太慢",2026-06-05
FB00289,support,HR主管,导出功能,"用户反馈情感分析准确率不高",2026-06-02
FB00290,community,市场总监,用户管理,"标签管理没有批量操作",2026-06-11
FB00291,appstore,HR主管,仪表盘,"数据导出格式有限，缺少 Parquet",2026-06-22
FB00292,interview,CEO,导出功能,"Webhook 配置没有测试功能",2026-06-09
FB00293,survey,HR主管,移动端,"集成第三方工具的文档不完整",2026-06-25
FB00294,in-app,财务经理,BI报表,"Dashboard 权限继承关系不清晰",2026-06-07
FB00295,appstore,CEO,搜索功能,"报表订阅管理入口太深",2026-06-08
FB00296,community,财务经理,API接口,"数据字典维护成本高",2026-06-01
FB00297,in-app,市场总监,API接口,"告警规则配置没有模板",2026-06-03
FB00298,in-app,产品经理,BI报表,"API 调用频率限制文档不清楚",2026-06-21
FB00299,sales,运营负责人,API接口,"数据回溯能力不足，只能看8天内的",2026-06-05
FB00300,support,HR主管,仪表盘,"客户分层模型不够灵活，不能自定义维度",2026-06-22
FB00301,interview,客户成功,用户管理,"续费看板金额和明细对不上，差了大概11万",2026-06-23
FB00302,appstore,市场总监,数据分析,"导出的字段顺序每次都不固定，能不能固定下来",2026-06-06
FB00303,sales,数据分析师,权限配置,"希望能导出 PDF 格式的报告，客户需要正式文档",2026-06-21
FB00304,survey,数据分析师,搜索功能,"数据分析页面加载太慢了，19秒都打不开",2026-06-15
FB00305,sales,市场总监,移动端,"权限配置太复杂，新来的同事8天都搞不定",2026-06-18
FB00306,interview,财务经理,API接口,"移动端看板显示不全，iPhone上排版错乱",2026-06-19
FB00307,appstore,运营负责人,搜索功能,"API 返回的数据格式和文档不一致",2026-06-17
FB00308,appstore,CEO,API接口,"搜索功能经常搜不到想要的结果",2026-06-02
FB00309,survey,财务经理,权限配置,"仪表盘的图表类型太少了，缺少漏斗图",2026-06-06
FB00310,sales,数据分析师,搜索功能,"通知太多太频繁，希望能自定义规则",2026-06-10
FB00311,sales,产品经理,移动端,"报表刷新后数据没有更新，需要手动清理缓存",2026-06-05
FB00312,community,运营负责人,用户管理,"用户分群的条件设置不够灵活",2026-06-11
FB00313,in-app,销售经理,通知系统,"漏斗分析的转化率计算好像有问题",2026-06-03
FB00314,survey,客户成功,通知系统,"自定义指标的公式编辑器不好用",2026-06-21
FB00315,appstore,运营负责人,仪表盘,"数据导入的时候没有错误提示，导入完了才发现少数据",2026-06-18
FB00316,survey,销售经理,仪表盘,"希望能支持定时发送报表到邮箱",2026-06-01
FB00317,sales,市场总监,导出功能,"多语言支持不够完善，英文界面有翻译错误",2026-06-02
FB00318,support,市场总监,API接口,"数据权限设置太粗，不能按部门隔离",2026-06-06
FB00319,support,销售经理,BI报表,"报表模板太少，每次都得从头做",2026-06-05
FB00320,support,数据分析师,数据分析,"实时数据更新延迟太高，16分钟才刷新一次",2026-06-06
