raw_id,source,raw_text
RAW050,App评论,被邀请人一直没收到邀请邮件。
RAW051,邮件反馈,管理员权限和普通成员权限区别在哪？文档没写清楚。
RAW052,NPS评论,邀请功能很方便，一键发送。
RAW053,客服工单,我给同事设了“只读”权限，但他还是能下载文件，这不对吧？
RAW054,销售转述,销售小陈反馈，客户觉得邀请人数免费版限制太低，不够用。
RAW055,问卷,邀请链接怎么生成？我找了半天没找到。
RAW056,App评论,我改了团队成员的权限，但他那边刷新了还是没变化，延迟太高了吧。
RAW057,邮件反馈,邀请的时候，能不能同时备注被邀请人的职位？方便管理。
RAW058,用户访谈,我想把一个文件夹分享给外部客户，但好像必须得把他加为团队成员，太重了。
RAW059,客服工单,我邀请的同事注册后，没自动加入我的团队，还得我手动拉一次。
RAW060,问卷,权限继承是啥意思？父文件夹设了权限，子文件夹会自动应用吗？
RAW061,App评论,团队邀请码在哪看？客服回复太慢。
RAW062,邮件反馈,想设置一个“审阅者”角色，只能评论不能编辑，但权限列表里没有这个选项。
RAW063,NPS评论,权限设置挺灵活的。
RAW064,客服工单,我被别人邀请进一个项目，进去后发现什么文档都没有，权限是不是给错了？
RAW065,用户访谈,邀请新人的时候，那个确认弹窗信息太少，我都不敢点确认，怕邀请错了。
RAW066,销售转述,客户说，有时候只想分享一个文档链接给同事看看，不想让他加入团队，流程太繁琐。
RAW067,问卷,邀请的邮件模板太丑了，而且内容不明确，收到的人不知道是啥。
RAW068,App评论,作为被邀请人，接受邀请后，引导页面直接跳过了，我都不知道该干嘛。
RAW069,邮件反馈,管理员能不能批量导出团队成员的权限列表？
RAW070,客服工单,那个新手引导，跳过按钮在哪？我看了半天没找到，最后只好关闭整个窗口。
RAW071,用户访谈,帮助文档的搜索功能不行，我搜‘如何分享’，出来一堆不相关的文章。
RAW072,App评论,引导气泡总挡住我正要用的按钮，很烦。
RAW073,邮件反馈,文档里的截图都是旧版界面了，根本对不上。
RAW074,NPS评论,帮助中心的文章写得很清楚，解决了我的问题。
RAW075,客服工单,视频教程加载不出来，一直缓冲。
RAW076,销售转述,客户反馈，希望有更详细的API接入文档，现有的太简单了。
RAW077,问卷,引导流程一步一步太死板了，不能按自己的节奏来。
RAW078,App评论,文档语言太技术化，看不懂。
RAW079,邮件反馈,‘快速入门’指南看完了，还是不知道核心功能怎么用，太基础了。
RAW080,用户访谈,我遇到一个问题，在文档里搜不到，问客服又等很久，要是能有个社区论坛就好了。
RAW081,客服工单,帮助文档的目录层级太深，点好几次才能找到。
RAW082,问卷,有没有文字版的操作步骤？我不喜欢看视频。
RAW083,App评论,新手引导强制我看完了，但实际上这些功能我暂时用不到。
RAW084,邮件反馈,文档的‘最佳实践’部分很有价值，但为什么藏在那么深的地方？
RAW085,NPS评论,文档还需要更新。
RAW086,用户访谈,我第一次用，功能太多了，界面也很复杂，完全不知道从哪开始，有点想放弃。
RAW087,客服工单,创建第一个项目时就卡住了，不知道该选哪个模板。
RAW088,App评论,主界面的核心功能（比如新建）按钮太不明显了。
RAW089,邮件反馈,第一次操作就遇到了报错：“保存失败”，但没说是什么原因。
RAW090,问卷,试用期只有7天，太短了，还没熟悉流程就到期了。
RAW091,销售转述,有客户反馈，初始设置向导太长，问的问题太细，想快点开始用。
RAW092,NPS评论,界面设计很漂亮，第一次用感觉不错。
RAW093,客服工单,我拖拽上传文件，进度条走到100%后就没反应了，文件到底传上去没？
RAW094,用户访谈,默认的工作区视图我不喜欢，但找不到修改的地方。
RAW095,App评论,功能太多，学习成本有点高。
RAW096,邮件反馈,首次使用，系统自动给我创建了一个示例项目，但我想删掉却删不掉。
RAW097,问卷,有没有一个‘5分钟上手指南’？现在的引导太长了。
RAW098,客服工单,我第一次使用，想导入旧数据，结果格式一直校验失败，错误提示看不懂。
RAW099,销售转述,销售说，有用户觉得产品功能强大，但需要培训才能上手。
RAW100,NPS评论,上手挺快的，满足需求。
RAW101,App评论,初始配置让我填了一堆公司信息，但这些信息之后在哪儿可以修改？
RAW102,邮件反馈,初始配置向导里选的语言，进去后发现界面还是英文。
RAW103,用户访谈,我跳过了初始配置，结果后面很多功能用不了，还得回头设置，麻烦。
RAW104,客服工单,初始化完成后，系统提示我需要‘配置服务器’，但我买的不是SaaS版吗？
RAW105,问卷,配置项太多了，有些术语不明白，比如‘单点登录配置’。
RAW106,App评论,设置时区，列表里选项太多，没个搜索框，找半天。
RAW107,邮件反馈,初始配置里要求上传公司logo，但没给尺寸和格式要求。
RAW108,销售转述,客户认为，初始设置完成后，应该有个明确的‘开始使用’的按钮。
RAW109,NPS评论,配置流程引导得很清晰。
RAW110,客服工单,我保存了配置，但返回首页，发现配置没生效。
RAW111,用户访谈,默认的配置模板不太适合我们行业，但自定义配置选项又藏得太深。
RAW112,问卷,能不能预设几个常见行业的配置方案？这样我们选一个就能开始。
RAW113,App评论,配置页面提交后，转圈好久，然后报了个‘服务不可用’的错误。
RAW114,邮件反馈,初始配置中关于数据存储位置的选择，解释不够清楚。
RAW115,客服工单,页面加载太慢了！尤其是仪表盘，要等十几秒。
RAW116,用户访谈,在弱网环境下，App直接闪退或者白屏，稳定性不行。
RAW117,App评论,上传10M以上的文件经常失败。
RAW118,邮件反馈,进行一个复杂查询时，页面卡住了几分钟，然后浏览器提示页面无响应。
RAW119,NPS评论,响应很快，不卡顿。
RAW120,问卷,图片加载不出来，一直是个破损的图标。
RAW121,客服工单,我点击一个菜单，等了五秒没反应，以为没点到又点了一次，结果跳到了错误页面。
RAW122,销售转述,海外客户反馈，从他们那边访问你们服务器，速度非常慢。
RAW123,App评论,手机端刷新内容时，流量消耗好大。
RAW124,邮件反馈,操作后，页面自动刷新了，但我刚输入的还没保存的内容全没了。
RAW125,用户访谈,处理大型Excel导入时，系统提示正在处理，让我等待，但没进度条，也不知道要等多久。
RAW126,客服工单,你们产品能不能增加个番茄钟功能？
RAW127,App评论,难用，啥玩意儿。
RAW128,邮件反馈,感谢客服小陈耐心的指导，帮我解决了注册问题。
RAW129,NPS评论,非常棒！
RAW130,问卷,我隔壁老王推荐我用的，说不错。
RAW131,用户访谈,竞品A的XX功能比你们好用，建议借鉴。
RAW132,客服工单,按了没反应。
RAW133,销售转述,客户说，等他们团队测试完就会上线。
RAW134,邮件反馈,这是个好产品，期待更多更新。
RAW135,App评论,五星好评！
RAW136,问卷,注册验证码。
RAW137,用户访谈,建议增加深色模式。
RAW138,客服工单,密码重置链接打不开，是不是过期了？
RAW139,NPS评论,还行吧。
RAW140,销售转述,客户觉得你们的定价有点高，特别是对于初创公司。
RAW141,App评论,无法注册，一直转圈。
RAW142,邮件反馈,我无法登录，错误代码是500。
RAW143,问卷,邀请我同事了，他没收到邮件。
RAW144,客服工单,帮助文档打不开，显示404。
RAW145,用户访谈,第一次用，感觉界面有点乱。
RAW146,App评论,初始化配置要设置好久。
RAW147,邮件反馈,页面加载速度时快时慢，不稳定。
RAW148,NPS评论,注册流程很顺畅，新手引导也很清晰，第一次用就找到了主要功能。
RAW149,客服工单,邀请的同事能看我的文件，但我不希望他看到某些隐私文件夹，怎么设置？权限细粒度不够。
RAW150,销售转述,潜在客户对比了我们和竞品B的注册登录流程，认为我们的步骤更少，这是个优势，但希望手机验证码能更快到达。
