raw_id,source,raw_text
RAW041,NPS评论,速度很快，基本秒回。
RAW042,社区反馈,你们那个推荐系统是不是有‘新奇偏好’？总推一些冷门但对我没用的东西，热门的、我真正需要的反而不推。
RAW043,客服工单,我问客服‘如何导出历史数据’，AI客服答非所问，一直让我去查看‘最新功能介绍’，完全对不上。
RAW044,App评论,已卸载。
RAW045,用户访谈,我对它生成的代码质量挺满意的，基本上稍微改改就能用，省了很多事。
RAW046,问卷,幻觉问题需要重视。
RAW047,NPS评论,使用量限制太严格了，刚有点感觉就被限制，体验很割裂。
RAW048,社区反馈,响应速度不稳定，白天挺好，晚上就慢。
RAW049,客服工单,能保证我对话的内容不会被用于训练其他模型吗？这是底线要求。
RAW050,App评论,输出结果质量很高，超出预期。
RAW051,用户访谈,推荐算法不行，给我推的教程都是入门级的，我早过了那个阶段了。它应该更智能地判断用户水平。
RAW052,问卷,客服很耐心。
RAW053,NPS评论,AI有时候会一本正经地胡说八道，比如让它总结会议纪要，它会添加一些根本没在会上讨论过的‘后续计划’，幻觉也太自作主张了。
RAW054,社区反馈,配额快用完的时候，能不能给个明显的提示，或者允许我设定用量预警阈值？
RAW055,客服工单,AI生成的回答太啰嗦了，一个简单的问题能给出长篇大论，重点不突出，希望输出能更简洁。
RAW056,App评论,这AI客服听不懂人话。
RAW057,用户访谈,我挺满意它的推荐，为我发现了好几个好用的插件和工作流，精准地命中了我的需求。
RAW058,问卷,速度时快时慢，影响体验。
RAW059,NPS评论,输出质量依赖于提示词，用户需要有很高的‘提问技巧’才能得到好结果，这门槛有点高。
RAW060,社区反馈,数据安全嘛…希望你们不是说说而已，最好能有独立的安全审计报告。
RAW061,客服工单,推荐的下一个操作步骤是错的，按照它说的做，项目直接出错了。
RAW062,App评论,好用，方便。
RAW063,用户访谈,幻觉问题导致我不敢完全信任它的输出，特别是涉及数字和日期的地方，必须得自己再核实一遍。
RAW064,问卷,用量管理可以更清晰些。
RAW065,NPS评论,客服问题：转接人工客服后，我需要把之前和AI说的话再说一遍，太冗余了，上下文应该能自动传递。
RAW066,社区反馈,响应速度是我最满意的地方，无论问题多复杂，几秒内就有反馈，效率杠杆的。
RAW067,客服工单,你们产品有没有端到端加密？我很关心我在对话框里输入的公司机密信息会不会泄露。
RAW068,App评论,推荐不靠谱，刚买完A就猛推A，没点关联推荐。
RAW069,用户访谈,AI输出的初稿质量不错，能用，但需要人工润色才能达到发布标准。算是个好帮手。
RAW070,问卷,幻觉偶尔出现。
RAW071,NPS评论,配额设计不合理，免费版功能阉割太厉害，根本没法评估产品是否适合我们，付费版又太贵。
RAW072,社区反馈,感觉它的推荐是基于群体的，不是基于我个人的，不够个性化。
RAW073,客服工单,AI客服在回答‘如何退款’这个问题时，竟然给我发了一篇‘产品优势介绍’的链接，太搞了。
RAW074,App评论,挺好的。
RAW075,用户访谈,对于一些创意性的工作，比如头脑风暴，AI的输出质量还挺能激发灵感的，虽然最终想法还是得自己深化。
RAW076,问卷,响应速度偶尔卡顿。
RAW077,NPS评论,你们那个使用量报表，界面能不能做得直观一点？现在找个具体功能的消耗数据太费劲了。
RAW078,社区反馈,幻觉太可怕了，让它推荐餐厅，它能编造出一个根本不存在的店名和地址。
RAW079,客服工单,对你们的数据存储地点有疑问，我们的数据是存在国内服务器还是国外的？这涉及到合规问题。
RAW080,App评论,推荐有进步了。
RAW081,用户访谈,输出质量嘛，及格分吧。能用，但谈不上优秀，生成的文本总是带着一种模板化的感觉。
RAW082,问卷,客服解决问题效率高。
RAW083,NPS评论,配额扣得莫名其妙，明明没怎么用，用量却增长很快，怀疑统计有误。
RAW084,社区反馈,响应速度太慢了，尤其是加载历史长对话的时候，急死人。
RAW085,客服工单,关于幻觉，你们有没有内置的可靠性检查机制？比如对它引用的事实进行自动核查？
RAW086,App评论,一般般。
RAW087,用户访谈,我依赖它的推荐来学习新技能，推送的学习路径很合理，由浅入深，这点必须点赞。
RAW088,问卷,数据安全措施描述模糊。
RAW089,NPS评论,AI输出的结果里，有时候会出现乱码或者奇怪的符号，特别是在处理多语言混杂的内容时。
RAW090,社区反馈,AI客服能处理简单问题，但复杂问题就别指望了，它理解不了上下文。
RAW091,客服工单,我觉得使用量的计算方式有点‘黑箱’，不同功能消耗的‘能量’不一样，但换算标准我看不懂。
RAW092,App评论,用了几次，感觉还行。
RAW093,用户访谈,幻觉是最大痛点。问它某个软件的配置方法，它给出的步骤里缺了好几个关键参数，按它说的做根本配不通。
RAW094,问卷,推荐功能实用。
RAW095,NPS评论,响应速度可以接受，毕竟AI处理需要时间。
RAW096,社区反馈,你们那个AI客服，是基于什么模型的？感觉理解能力还不如我自己去搜索。
RAW097,客服工单,输出质量不行，生成的文档格式经常是乱的，到了Word里还要调半天格式。
RAW098,App评论,推荐比刚开始用的时候准多了。
RAW099,用户访谈,配额问题，我建议可以设置成‘无限量，按优先级队列处理’，让免费用户和付费用户有体验差异，而不是硬性限量。
RAW100,问卷,数据安全方面希望能更透明。
RAW101,NPS评论,让AI分析销售数据，它把增长率算反了，这种数学幻觉在关键业务场景下是致命的。
RAW102,社区反馈,客服转人工的按钮藏得太深了。
RAW103,客服工单,推荐系统推荐给我的文章，好多都是过时的，时效性太差。
RAW104,App评论,不错。
RAW105,用户访谈,我用这个产品主要是看重它数据安全这块的宣传，希望能真正做到，不要辜负用户信任。
RAW106,问卷,响应速度非常快。
RAW107,NPS评论,输出结果太理想化，现实中根本做不到。比如它建议的工作流，需要的资源是我们公司不可能提供的。
RAW108,社区反馈,配额管理要是能和企业账户对接，支持主账号和子账号用量分配就好了。
RAW109,客服工单,客服回答模棱两可，给了我两个选择，但没说清楚各自的利弊，等于没回答。
RAW110,App评论,AI输出质量非常稳定。
RAW111,用户访谈,它的幻觉有点可爱，比如在严肃报告里突然加一句诗，不过确实不能用在正式场合。
RAW112,问卷,推荐准确率有待提高。
RAW113,NPS评论,用量快用完时，生成的质量会明显下降，是不是系统故意的？
RAW114,社区反馈,响应速度是瓶颈，经常要等，耽误事。
RAW115,客服工单,我需要确认，我上传到云端进行AI处理的文件，处理完毕后会立即删除吗？有留存期吗？
RAW116,App评论,不推荐。
RAW117,用户访谈,输出质量惊艳过我一次，写出来的产品描述特别打动人，可惜这种高质量的输出太少了。
RAW118,问卷,AI客服有时很智能，有时很智障。
RAW119,NPS评论,推荐内容同质化严重，翻来覆去就那几个类型。
RAW120,社区反馈,配额设计对新手太不友好了，还没尝到甜头呢就用完了。
RAW121,客服工单,幻觉：它会虚构引用来源，比如‘根据XX研究所2023年报告’，但你去查根本没有这个报告。
RAW122,App评论,响应快，好用！
RAW123,用户访谈,数据安全合规方面做得不错，有相关的认证，这是我选择你们的主要原因。
RAW124,问卷,输出有时需要大量人工修正。
RAW125,NPS评论,客服机器人话术太生硬了，完全没有同理心。
RAW126,社区反馈,使用量提醒邮件发得太频繁了，有点骚扰。
RAW127,客服工单,AI输出的翻译结果，在专业术语上错误百出，根本没法用。
RAW128,App评论,推荐超准！
RAW129,用户访谈,响应速度在处理表格和图表生成时明显变慢，希望能优化。
RAW130,问卷,希望提高输出的一致性和可靠性。
RAW131,NPS评论,配额用完续费后，历史对话的AI功能还能用吗？这点说明不清。
RAW132,社区反馈,客服反馈说我的问题已经记录，但之后就没下文了，跟进不力。
RAW133,客服工单,你们的数据加密是传输加密还是存储加密？具体用的什么算法？
RAW134,App评论,它帮我自动整理了所有笔记，效率倍增。
RAW135,用户访谈,幻觉问题，比如在总结小说情节时，它会增加不存在的角色互动，有点搞笑但误导。
RAW136,问卷,推荐系统偶尔会有惊喜。
RAW137,NPS评论,用量统计页面加载慢。
RAW138,社区反馈,AI客服能不能更聪明点，根据我的操作历史来回答？而不是每次都像新用户一样。
RAW139,客服工单,输出质量在晚上的时候感觉比白天差，是不是跟服务器负载有关？
RAW140,App评论,绝了，推荐的全是我想要的。
RAW141,用户访谈,对数据安全非常关注，你们有第三方的安全渗透测试报告吗？
RAW142,问卷,响应速度满意。
RAW143,NPS评论,AI输出的代码，有时候有逻辑漏洞，测试跑不过，这种‘看似正确’的幻觉更难发现。
RAW144,社区反馈,配额按次计算不合理，像我这种一个任务需要多次对话的就很吃亏。
RAW145,客服工单,客服回答速度很快，但答案总是‘请参考帮助中心第X条’，不够灵活。
RAW146,App评论,AI输出质量时好时坏，看运气。
RAW147,用户访谈,它的推荐帮我发现了竞品都没做的功能点，给了我很大启发。
RAW148,问卷,需要降低幻觉发生率。
RAW149,NPS评论,使用量限制太死了，灵活一点行不行？
RAW150,社区反馈,响应速度真不错，几乎是即时的。
