raw_id,source,raw_text
RAW048,部门经理转述,经理说员工抱怨工具不好上手。
RAW049,内部问卷,员工使用体验差，需要改进。
RAW050,系统日志分析,日志显示用户频繁出错，工具设计问题。
RAW051,IT工单,工具功能不足，满足不了需求。
RAW052,员工反馈,用起来麻烦，浪费时间。
RAW053,部门经理转述,部门反馈工具使用率低，因为难用。
RAW054,内部问卷,员工使用反馈：工具需要更多培训。
RAW055,系统日志分析,分析显示低使用率，可能因易用性差。
RAW056,IT工单,工具不好用，员工抵触。
RAW057,员工反馈,功能少，经常要手动处理。
RAW058,部门经理转述,经理提到工具使用起来不直观。
RAW059,内部问卷,用户体验差，建议优化界面。
RAW060,系统日志分析,日志显示错误率高，影响使用。
RAW061,IT工单,工具复杂，员工不愿用。
RAW062,员工反馈,操作步骤多，效率低。
RAW063,部门经理转述,团队说工具需要简化。
RAW064,内部问卷,员工使用困难，学习成本高。
RAW065,系统日志分析,分析显示用户放弃率高，工具设计需改进。
RAW066,IT工单,流程配置太复杂，不好调整。
RAW067,员工反馈,配置选项多，容易出错。
RAW068,部门经理转述,经理说流程配置是难题，团队抱怨。
RAW069,内部问卷,配置不灵活，限制业务发展。
RAW070,系统日志分析,日志显示配置错误频繁。
RAW071,IT工单,流程配置需要专业IT支持，成本高。
RAW072,员工反馈,配置流程繁琐，耗时。
RAW073,部门经理转述,部门反馈配置过程复杂，影响效率。
RAW074,内部问卷,流程配置自定义困难，不满足需求。
RAW075,系统日志分析,分析显示配置问题导致系统不稳定。
RAW076,IT工单,配置工具不好用，经常失败。
RAW077,员工反馈,流程配置太死板，没法调整。
RAW078,部门经理转述,经理提到配置流程需要简化。
RAW079,内部问卷,配置方面，工具缺乏灵活性。
RAW080,系统日志分析,日志分析显示配置错误率高。
RAW081,IT工单,流程配置复杂，员工不会用。
RAW082,员工反馈,配置步骤太多，容易搞混。
RAW083,部门经理转述,团队说配置工具难上手。
RAW084,IT工单,系统经常崩溃，太不稳定了。
RAW085,员工反馈,工具老是出错，不可靠。
RAW086,部门经理转述,经理说系统稳定性是首要问题。
RAW087,内部问卷,系统不稳定，影响日常工作。
RAW088,系统日志分析,日志显示频繁崩溃，需紧急修复。
RAW089,IT工单,系统错误多，稳定性差。
RAW090,员工反馈,工具不靠谱，经常断线。
RAW091,部门经理转述,部门反馈系统故障率高。
RAW092,内部问卷,稳定性问题严重，需要加强。
RAW093,系统日志分析,分析显示服务器频繁宕机。
RAW094,IT工单,系统不可用时间太长。
RAW095,员工反馈,工具崩溃，数据丢失风险。
RAW096,部门经理转述,经理提到系统稳定性影响业务连续性。
RAW097,内部问卷,系统经常卡死，需重启。
RAW098,系统日志分析,日志显示错误日志堆积。
RAW099,IT工单,系统响应不稳定，时好时坏。
RAW100,员工反馈,工具不稳，用着心慌。
RAW101,部门经理转述,团队抱怨系统稳定性低。
RAW102,IT工单,培训成本太高，新员工上手慢。
RAW103,员工反馈,培训材料差，学不会。
RAW104,部门经理转述,经理说培训效果不佳，成本高。
RAW105,内部问卷,培训资源不足，需要更多支持。
RAW106,系统日志分析,日志显示用户培训后仍出错。
RAW107,IT工单,培训费用贵，性价比低。
RAW108,员工反馈,培训时间长，耽误工作。
RAW109,部门经理转述,部门反馈培训成本是负担。
RAW110,内部问卷,培训效果有限，员工还是不会用。
RAW111,系统日志分析,分析显示培训后错误率未降。
RAW112,IT工单,培训需求大，成本难控制。
RAW113,员工反馈,培训内容不实用，浪费钱。
RAW114,部门经理转述,经理提到培训成本需要优化。
RAW115,内部问卷,培训方面，工具需要改进支持。
RAW116,系统日志分析,日志显示培训资源使用率低。
RAW117,IT工单,工具与其他系统集成困难。
RAW118,员工反馈,数据同步问题，集成不顺畅。
RAW119,部门经理转述,经理说集成打通是挑战。
RAW120,内部问卷,集成方面，工具兼容性差。
RAW121,系统日志分析,日志显示集成错误频繁。
RAW122,IT工单,与其他软件集成失败多。
RAW123,员工反馈,集成后数据不一致。
RAW124,部门经理转述,部门反馈集成过程复杂。
RAW125,内部问卷,集成打通需要更多技术支持。
RAW126,系统日志分析,分析显示集成问题导致效率下降。
RAW127,IT工单,集成工具不好用，接口问题多。
RAW128,员工反馈,打通系统费劲，老出错。
RAW129,IT工单,今天天气不错，适合工作。
RAW130,员工反馈,工具帮我省了不少时间，真心不错。
RAW131,部门经理转述,经理说系统效率提升明显，好评。
RAW132,内部问卷,正向反馈：工具易用性好。
RAW133,系统日志分析,日志显示系统运行平稳，无重大问题。
RAW134,IT工单,食堂的饭难吃，无关工具。
RAW135,员工反馈,工具功能强大，喜欢用。
RAW136,部门经理转述,经理提到团队对工具满意。
RAW137,内部问卷,正向：工具提升了团队协作。
RAW138,系统日志分析,分析无异常，系统健康。
RAW139,IT工单,会议室预订问题，不相关。
RAW140,员工反馈,工具界面美观，操作流畅。
RAW141,部门经理转述,经理说工具成本控制好，有效降本。
RAW142,内部问卷,正向反馈：培训资源丰富。
RAW143,系统日志分析,日志显示用户满意度高。
RAW144,IT工单,咖啡机坏了，无关系统。
RAW145,员工反馈,工具集成顺畅，节省时间。
RAW146,部门经理转述,经理提到流程配置优化后效果好。
RAW147,内部问卷,正向：系统稳定性提升。
RAW148,系统日志分析,分析显示错误率下降。
RAW149,IT工单,停车场管理问题，噪音反馈。
RAW150,员工反馈,工具整体不错，继续使用。
